Kingdom,Phylum,Class,Genus,Taxon,Algal Type,Authority,Authority Source,Current Name,Synonym Authority,Synonym Authority Source,Taxonomic Classification Source,Growth Habit,Habitat Type,Salinity Range
Protozoa,Dinozoa,Dinophyceae,Ceratium,Ceratium furca,Dinoflagellate,(Ehrenberg) Claparéde and Lachmann,www.algaebase.org,Tripos furca,(Ehrenberg) F. Gomez,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Ceratium,Ceratium hirundinella,Dinoflagellate,(O.F. Müller) Dujardin,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Ceratium,Ceratium lineatum,Dinoflagellate,(Ehrenberg) Cleve,www.algaebase.org,Tripos lineatus,(Ehrenberg) F. Gomez,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Ceratium,Ceratium sp.,Dinoflagellate,Schrank,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Ceratoneis,Ceratoneis arcus,Pennate Diatom,(Ehrenberg) Kützing,www.algaebase.org,Hannaea arcus,(Ehrenberg) R.M. Patrick,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Ceratoneis,Ceratoneis closterium,Pennate Diatom,Ehrenberg,www.algaebase.org,Cylindrotheca closterium,(Ehrenberg) Reimann and J.C. Lewin,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Ceratoneis,Ceratoneis sp.,Pennate Diatom,Ehrenberg,www.algaebase.org,Cylindrotheca sp.,Rabenhorst,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Acanthoceras,cf. Acanthoceras sp.,Centric Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Achnanthes,cf. Achnanthes sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Achnanthidium,cf. Achnanthidium minutissimum,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Achnanthidium,cf. Achnanthidium sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic or benthic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Actinastrum,cf. Actinastrum hantzschii,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,cf. Actinocyclus sp.,Centric Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Adlafia,cf. Adlafia minuscula var. muralis,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Adlafia,cf. Adlafia sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Amphora,cf. Amphora sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Anabaenopsis,cf. Anabaenopsis sp.,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Aneumastus,cf. Aneumastus sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Aphanizomenon,cf. Aphanizomenon klebahnii,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Aphanizomenon,cf. Aphanizomenon sp.,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Aphanocapsa,cf. Aphanocapsa sp.,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Astartiella,cf. Astartiella sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Asterionellopsis,cf. Asterionellopsis glacialis,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Ochrophyta,Fragilariophyceae,Asterionellopsis,cf. Asterionellopsis gracilis,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,marine
Plantae,Chlorophyta,Chlorophyceae,Asterococcus,cf. Asterococcus sp.,Green Alga,Unknown,Unknown,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Aulacoseira,cf. Aulacoseira sp.,Centric Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Bacillaria,cf. Bacillaria paxillifer,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Bacillaria,cf. Bacillaria paxillifera,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Bacillaria,cf. Bacillaria sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Caloneis,cf. Caloneis bacillum,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Carteria,cf. Carteria sp.,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Chaetoceros,cf. Chaetoceros sp.,Centric Diatom,Unknown,Unknown,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater to marine
Chromista,Ochrophyta,Xanthophyceae,Characiopsis,cf. Characiopsis sp.,Xanthophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,cf. Chlamydomonas debaryana,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,cf. Chlamydomonas globosa,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,cf. Chlamydomonas sp.,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Chlamydonephris,cf. Chlamydonephris sp.,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Chlorella,cf. Chlorella sp.,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary or colonial,planktonic,freshwater to marine or terrestrial
Plantae,Chlorophyta,Chlorophyceae,Chlorogonium,cf. Chlorogonium sp.,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Chloroidium,cf. Chloroidium ellipsoideum,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary or colonial,planktonic or terrestrial,freshwater or terrestrial
Chromista,Ochrophyta,Chrysophyceae,Chromulina,cf. Chromulina sp.,Chrysophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,cf. Chroococcus distans,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,cf. Chroococcus minutus,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,cf. Chroococcus planctonicus,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,cf. Chroococcus sp.,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Chroomonas,cf. Chroomonas sp.,Cryptophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater to marine
Chromista,Haptophyta,Prymnesiophyceae,Chrysochromulina,cf. Chrysochromulina sp.,Haptophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Chrysophyceae,Chrysococcus,cf. Chrysococcus sp.,Chrysophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Coccomyxa,cf. Coccomyxa sp.,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Cocconeis,cf. Cocconeis sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Coelastrum,cf. Coelastrum sp.,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Coenochloris,cf. Coenochloris fottii,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Coenococcus,cf. Coenococcus sp.,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscus,cf. Coscinodiscus sp.,Centric Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscus,cf. Coscinodiscus sp.,Centric Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Plantae,Chlorophyta,Zygnematophyceae,Cosmarium,cf. Cosmarium sp.,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Craticula,cf. Craticula sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,cf. Crucigenia sp.,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,cf. Cryptomonas erosa,Cryptophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,cf. Cryptomonas sp.,Cryptophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Cyanophanon,cf. Cyanophanon sp.,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclostephanos,cf. Cyclostephanos sp.,Centric Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,Centric Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Cylindrospermopsis,cf. Cylindrospermopsis sp.,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,cf. Diatoma sp.,Pennate Diatom,Unknown,Unknown,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Dictyochloris,cf. Dictyochloris sp.,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Dolichospermum,cf. Dolichospermum sp.,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,filamentous,planktonic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Drepanochloris,cf. Drepanochloris nannoselene,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Encyonema,cf. Encyonema sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Encyonopsis,cf. Encyonopsis sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Entomoneis,cf. Entomoneis sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Chrysophyceae,Epipyxis,cf. Epipyxis sp.,Chrysophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Epithemia,cf. Epithemia sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,cf. Eucapsis sp.,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Euglena,cf. Euglena sp.,Euglenoid,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Eunotia,cf. Eunotia sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Protozoa,Euglenozoa,Euglenophyceae,Eutreptia,cf. Eutreptia lanowii,Euglenoid,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Protozoa,Euglenozoa,Euglenophyceae,Eutreptia,cf. Eutreptia sp.,Euglenoid,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Protozoa,Euglenozoa,Euglenophyceae,Eutreptiella,cf. Eutreptiella sp.,Euglenoid,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Bacillariophyceae,Fallacia,cf. Fallacia pygmaea,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,cf. Fragilaria sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Fragilariopsis,cf. Fragilariopsis pseudonana,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Fragilariopsis,cf. Fragilariopsis sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Geissleria,cf. Geissleria decussis,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Geissleria,cf. Geissleria sp.,Pennate Diatom,Unknown,Unknown,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Glaucospira,cf. Glaucospira sp.,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphoneis,cf. Gomphoneis sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphonema,cf. Gomphonema sp.,Pennate Diatom,Unknown,Unknown,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Gomphosinica,cf. Gomphosinica sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Xanthophyceae,Goniochloris,cf. Goniochloris sp.,Xanthophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Raphidophyceae,Gonyostomum,cf. Gonyostomum sp.,Raphidophyte,Unknown,Unknown,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Protozoa,Dinozoa,Dinophyceae,Gymnodinium,cf. Gymnodinium sp.,Dinoflagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Protozoa,Dinozoa,Dinophyceae,Gyrodinium,cf. Gyrodinium sp.,Dinoflagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Halamphora,cf. Halamphora sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Cryptophyta,Cryptophyceae,Hemiselmis,cf. Hemiselmis sp.,Cryptophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Protozoa,Dinozoa,Dinophyceae,Heterocapsa,cf. Heterocapsa sp.,Dinoflagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Bacteria,Cyanobacteria,Cyanophyceae,Heteroleibleinia,cf. Heteroleibleinia sp.,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,filamentous,benthic,freshwater to marine
Chromista,Ochrophyta,Raphidophyceae,Heterosigma,cf. Heterosigma inlandica,Raphidophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Hillea,cf. Hillea fusiformis,Cryptophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Hillea,cf. Hillea sp.,Cryptophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Hippodonta,cf. Hippodonta sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Protozoa,Dinozoa,Dinophyceae,Karlodinium,cf. Karlodinium sp.,Dinoflagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Chrysophyceae,Kephyrion,cf. Kephyrion sp.,Chrysophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Keratococcus,cf. Keratococcus sp.,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Koliella,cf. Koliella sp.,Green Alga,Unknown,Unknown,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Komma,cf. Komma caudata,Cryptophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Komvophoron,cf. Komvophoron sp.,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,filamentous,benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Korshikoviella,cf. Korshikoviella limnetica,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Lagerheimia,cf. Lagerheimia sp.,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Lepocinclis,cf. Lepocinclis sp.,Euglenoid,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to brackish
Bacteria,Cyanobacteria,Cyanophyceae,Lyngbya,cf. Lyngbya sp.,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,filamentous,benthic,freshwater to marine
Chromista,Ochrophyta,Synurophyceae,Mallomonas,cf. Mallomonas sp.,Synurophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Mastogloia,cf. Mastogloia sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Membraneis,cf. Membraneis sp.,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Bacteria,Cyanobacteria,Cyanophyceae,Merismopedia,cf. Merismopedia sp.,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Merismopedia,cf. Merismopedia tenuissima,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
