# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-11-18 16:38:05 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11455478 SACRAMENTO R A DECKER ISLAND NR RIO VISTA CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11455478
#            TS   parameter     Description
#         16209       00010     Temperature, water, degrees Celsius, [HYDRO EXO]
#         16210       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius, [HYDRO EXO]
#         16212       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), MEDIAN TS087: YSI model 6136
#         16214       00010     Temperature, water, degrees Celsius, BGC PROJECT
#         16215       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius, BGC PROJECT
#         16218       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), BGC PROJECT
#        248800       32316     Chlorophyll fluorescence (fChl), water, in situ, concentration estimated from reference material, micrograms per liter as chlorophyll, BGC PROJECT
#        257815       00480     Salinity, water, unfiltered, parts per thousand, BGC PROJECT
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	16214_00010	16214_00010_cd	16215_00095	16215_00095_cd	16218_63680	16218_63680_cd	248800_32316	248800_32316_cd	257815_00480	257815_00480_cd
USGS	11455478	2020-06-03 11:45	PST	23.7	P	168	P	5.7	P	2.2	P	0.1	P
USGS	11455478	2020-06-03 12:00	PST	23.6	P	168	P	6.3	P	2.1	P	0.1	P
USGS	11455478	2020-06-03 12:15	PST	23.7	P	169	P	6.2	P	2.3	P	0.1	P
USGS	11455478	2020-06-03 12:30	PST	23.6	P	169	P	7.2	P	2.4	P	0.1	P
USGS	11455478	2020-06-03 12:45	PST	23.5	P	170	P	7.4	P	2.4	P	0.1	P
USGS	11455478	2020-06-03 13:00	PST	23.4	P	171	P	8.1	P	2.6	P	0.1	P
USGS	11455478	2020-06-03 13:15	PST	23.4	P	173	P	7.9	P	2.7	P	0.1	P
USGS	11455478	2020-06-03 13:30	PST	23.4	P	174	P	7.7	P	2.6	P	0.1	P
USGS	11455478	2020-06-03 13:45	PST	23.3	P	175	P	8.3	P	2.6	P	0.1	P
USGS	11455478	2020-06-03 14:00	PST	23.3	P	176	P	8.7	P	2.6	P	0.1	P
USGS	11455478	2020-06-03 14:15	PST	23.3	P	177	P	8.3	P	2.7	P	0.1	P
USGS	11455478	2020-06-03 14:30	PST	23.3	P	178	P	8.6	P	2.8	P	0.1	P
USGS	11455478	2020-06-03 14:45	PST	23.2	P	181	P	8.7	P	2.9	P	0.1	P
USGS	11455478	2020-06-03 15:00	PST	23.3	P	182	P	7.9	P	2.9	P	0.1	P
USGS	11455478	2020-06-03 15:15	PST	23.2	P	185	P	7.6	P	2.9	P	0.1	P
USGS	11455478	2020-06-03 15:30	PST	23.2	P	183	P	8.5	P	2.9	P	0.1	P
USGS	11455478	2020-06-03 15:45	PST	23.2	P	198	P	8.3	P	2.8	P	0.1	P
USGS	11455478	2020-06-03 16:00	PST	23.2	P	183	P	6.9	P	2.4	P	0.1	P
USGS	11455478	2020-06-03 16:15	PST	23.2	P	183	P	7.2	P	2.4	P	0.1	P
USGS	11455478	2020-06-03 16:30	PST	23.2	P	179	P	6.3	P	2.3	P	0.1	P
USGS	11455478	2020-06-03 16:45	PST	23.2	P	176	P	5.6	P	2.3	P	0.1	P
USGS	11455478	2020-06-03 17:00	PST	23.4	P	177	P	6.0	P	2.3	P	0.1	P
USGS	11455478	2020-06-03 17:15	PST	23.4	P	177	P	7.1	P	2.4	P	0.1	P
USGS	11455478	2020-06-03 17:30	PST	23.5	P	175	P	7.1	P	2.4	P	0.1	P
USGS	11455478	2020-06-03 17:45	PST	23.6	P	173	P	8.0	P	2.3	P	0.1	P
USGS	11455478	2020-06-03 18:00	PST	23.7	P	171	P	7.9	P	2.2	P	0.1	P
USGS	11455478	2020-06-03 18:15	PST	23.7	P	170	P	7.5	P	2.3	P	0.1	P
USGS	11455478	2020-06-03 18:30	PST	23.8	P	170	P	9.2	P	2.4	P	0.1	P
USGS	11455478	2020-06-03 18:45	PST	23.8	P	169	P	8.5	P	2.3	P	0.1	P
USGS	11455478	2020-06-03 19:00	PST	23.9	P	168	P	8.3	P	2.6	P	0.1	P
USGS	11455478	2020-06-03 19:15	PST	23.9	P	168	P	7.8	P	2.5	P	0.1	P
USGS	11455478	2020-06-03 19:30	PST	23.9	P	171	P	7.0	P	2.2	P	0.1	P
USGS	11455478	2020-06-03 19:45	PST	23.9	P	171	P	7.1	P	2.3	P	0.1	P
USGS	11455478	2020-06-03 20:00	PST	23.9	P	171	P	5.4	P	2.4	P	0.1	P
USGS	11455478	2020-06-03 20:15	PST	23.9	P	170	P	5.9	P	2.4	P	0.1	P
USGS	11455478	2020-06-03 20:30	PST	23.9	P	169	P	5.0	P	2.4	P	0.1	P
USGS	11455478	2020-06-03 20:45	PST	23.9	P	169	P	5.5	P	2.5	P	0.1	P
USGS	11455478	2020-06-03 21:00	PST	23.9	P	169	P	4.2	P	2.3	P	0.1	P
USGS	11455478	2020-06-03 21:15	PST	23.9	P	169	P	4.9	P	2.3	P	0.1	P
USGS	11455478	2020-06-03 21:30	PST	23.8	P	171	P	4.2	P	2.3	P	0.1	P
USGS	11455478	2020-06-03 21:45	PST	23.8	P	170	P	5.1	P	2.3	P	0.1	P
USGS	11455478	2020-06-03 22:00	PST	23.8	P	170	P	5.2	P	2.4	P	0.1	P
USGS	11455478	2020-06-03 22:15	PST	23.8	P	168	P	6.7	P	2.5	P	0.1	P
USGS	11455478	2020-06-03 22:30	PST	23.7	P	171	P	7.7	P	2.8	P	0.1	P
USGS	11455478	2020-06-03 22:45	PST	23.6	P	172	P	10.0	P	3.0	P	0.1	P
USGS	11455478	2020-06-03 23:00	PST	23.5	P	174	P	11.0	P	3.2	P	0.1	P
USGS	11455478	2020-06-03 23:15	PST	23.4	P	178	P	11.3	P	3.3	P	0.1	P
USGS	11455478	2020-06-03 23:30	PST	23.3	P	180	P	11.7	P	3.2	P	0.1	P
USGS	11455478	2020-06-03 23:45	PST	23.2	P	181	P	12.4	P	3.2	P	0.1	P
USGS	11455478	2020-06-04 00:00	PST	23.1	P	191	P	14.9	P	3.2	P	0.1	P
USGS	11455478	2020-06-04 00:15	PST	23.0	P	212	P	15.5	P	3.1	P	0.1	P
USGS	11455478	2020-06-04 00:30	PST	22.8	P	280	P	16.0	P	3.0	P	0.1	P
USGS	11455478	2020-06-04 00:45	PST	22.7	P	323	P	16.6	P	3.0	P	0.1	P
USGS	11455478	2020-06-04 01:00	PST	22.6	P	369	P	16.5	P	2.9	P	0.2	P
USGS	11455478	2020-06-04 01:15	PST	22.6	P	418	P	16.2	P	2.8	P	0.2	P
USGS	11455478	2020-06-04 01:30	PST	22.6	P	501	P	17.8	P	2.9	P	0.2	P
USGS	11455478	2020-06-04 01:45	PST	22.6	P	589	P	18.3	P	2.8	P	0.3	P
USGS	11455478	2020-06-04 02:00	PST	22.6	P	630	P	16.1	P	2.8	P	0.3	P
USGS	11455478	2020-06-04 02:15	PST	22.5	P	623	P	16.4	P	2.6	P	0.3	P
USGS	11455478	2020-06-04 02:30	PST	22.5	P	661	P	15.2	P	2.6	P	0.3	P
USGS	11455478	2020-06-04 02:45	PST	22.5	P	694	P	14.5	P	2.5	P	0.3	P
USGS	11455478	2020-06-04 03:00	PST	22.6	P	742	P	14.3	P	2.5	P	0.3	P
USGS	11455478	2020-06-04 03:15	PST	22.6	P	757	P	14.6	P	2.5	P	0.4	P
USGS	11455478	2020-06-04 03:30	PST	22.6	P	681	P	14.3	P	2.4	P	0.3	P
USGS	11455478	2020-06-04 03:45	PST	22.6	P	686	P	13.0	P	2.3	P	0.3	P
USGS	11455478	2020-06-04 04:00	PST	22.6	P	642	P	12.9	P	2.3	P	0.3	P
USGS	11455478	2020-06-04 04:15	PST	22.6	P	636	P	12.9	P	2.3	P	0.3	P
USGS	11455478	2020-06-04 04:30	PST	22.6	P	406	P	10.6	P	2.3	P	0.2	P
USGS	11455478	2020-06-04 04:45	PST	22.7	P	368	P	14.8	P	2.6	P	0.2	P
USGS	11455478	2020-06-04 05:00	PST	22.7	P	311	P	18.5	P	2.6	P	0.1	P
USGS	11455478	2020-06-04 05:15	PST	22.7	P	297	P	14.8	P	2.4	P	0.1	P
USGS	11455478	2020-06-04 05:30	PST	22.8	P	254	P	13.0	P	2.3	P	0.1	P
USGS	11455478	2020-06-04 05:45	PST	23.0	P	201	P	13.5	P	2.4	P	0.1	P
USGS	11455478	2020-06-04 06:00	PST	23.2	P	183	P	13.0	P	2.4	P	0.1	P
USGS	11455478	2020-06-04 06:15	PST	23.3	P	178	P	11.6	P	2.3	P	0.1	P
USGS	11455478	2020-06-04 06:30	PST	23.4	P	176	P	10.5	P	2.2	P	0.1	P
USGS	11455478	2020-06-04 06:45	PST	23.4	P	173	P	9.0	P	2.1	P	0.1	P
USGS	11455478	2020-06-04 07:00	PST	23.5	P	172	P	10.6	P	2.1	P	0.1	P
USGS	11455478	2020-06-04 07:15	PST	23.6	P	171	P	9.6	P	2.1	P	0.1	P
USGS	11455478	2020-06-04 07:30	PST	23.6	P	171	P	9.9	P	2.1	P	0.1	P
USGS	11455478	2020-06-04 07:45	PST	23.7	P	171	P	9.6	P	2.0	P	0.1	P
USGS	11455478	2020-06-04 08:00	PST	23.7	P	171	P	9.1	P	2.0	P	0.1	P
USGS	11455478	2020-06-04 08:15	PST	23.8	P	171	P	8.6	P	2.0	P	0.1	P
USGS	11455478	2020-06-04 08:30	PST	23.9	P	170	P	8.0	P	1.9	P	0.1	P
USGS	11455478	2020-06-04 08:45	PST	23.9	P	168	P	8.4	P	2.0	P	0.1	P
USGS	11455478	2020-06-04 09:00	PST	24.0	P	166	P	8.1	P	1.9	P	0.1	P
USGS	11455478	2020-06-04 09:15	PST	24.0	P	166	P	7.8	P	1.9	P	0.1	P
USGS	11455478	2020-06-04 09:30	PST	24.0	P	166	P	7.8	P	1.9	P	0.1	P
USGS	11455478	2020-06-04 09:45	PST	24.1	P	166	P	8.1	P	1.9	P	0.1	P
USGS	11455478	2020-06-04 10:00	PST	24.1	P	166	P	7.5	P	1.8	P	0.1	P
USGS	11455478	2020-06-04 10:15	PST	24.1	P	165	P	6.7	P			0.1	P
USGS	11455478	2020-06-04 10:30	PST	24.2	P	165	P	6.0	P			0.1	P
USGS	11455478	2020-06-04 10:45	PST	24.2	P	165	P	5.4	P			0.1	P
USGS	11455478	2020-06-04 11:00	PST	24.2	P	165	P	4.5	P	1.8	P	0.1	P
USGS	11455478	2020-06-04 11:15	PST	24.2	P	165	P	4.1	P	1.8	P	0.1	P
USGS	11455478	2020-06-04 11:30	PST	24.3	P	165	P	4.0	P	2.0	P	0.1	P
USGS	11455478	2020-06-04 11:45	PST	24.3	P	166	P	4.0	P	1.9	P	0.1	P
USGS	11455478	2020-06-04 12:00	PST	24.4	P	166	P	3.5	P	2.0	P	0.1	P
USGS	11455478	2020-06-04 12:15	PST	24.4	P	166	P	3.6	P	2.0	P	0.1	P
USGS	11455478	2020-06-04 12:30	PST	24.3	P	168	P	4.6	P	2.1	P	0.1	P
USGS	11455478	2020-06-04 12:45	PST	24.4	P	170	P	4.7	P	2.2	P	0.1	P
USGS	11455478	2020-06-04 13:00	PST	24.3	P	168	P	5.8	P	2.2	P	0.1	P
USGS	11455478	2020-06-04 13:15	PST	24.2	P	170	P	6.3	P	2.3	P	0.1	P
USGS	11455478	2020-06-04 13:30	PST	24.2	P	172	P	6.8	P	2.3	P	0.1	P
USGS	11455478	2020-06-04 13:45	PST	24.1	P	173	P	7.5	P	2.5	P	0.1	P
USGS	11455478	2020-06-04 14:00	PST	24.2	P	175	P	6.9	P	2.6	P	0.1	P
USGS	11455478	2020-06-04 14:15	PST	24.1	P	176	P	7.1	P	2.6	P	0.1	P
USGS	11455478	2020-06-04 14:30	PST	24.0	P	174	P	7.6	P	2.6	P	0.1	P
USGS	11455478	2020-06-04 14:45	PST	24.0	P	177	P	7.6	P	2.7	P	0.1	P
USGS	11455478	2020-06-04 15:00	PST	24.1	P	178	P	7.5	P	2.7	P	0.1	P
USGS	11455478	2020-06-04 15:15	PST	24.0	P	181	P	7.4	P	2.8	P	0.1	P
USGS	11455478	2020-06-04 15:30	PST	24.0	P	183	P	7.3	P	2.7	P	0.1	P
USGS	11455478	2020-06-04 15:45	PST	23.8	P	186	P	8.3	P	2.7	P	0.1	P
USGS	11455478	2020-06-04 16:00	PST	23.9	P	188	P	8.7	P	2.8	P	0.1	P
USGS	11455478	2020-06-04 16:15	PST	23.9	P	203	P	7.9	P	2.9	P	0.1	P
USGS	11455478	2020-06-04 16:30	PST	23.8	P	211	P	7.1	P	2.8	P	0.1	P
USGS	11455478	2020-06-04 16:45	PST	23.8	P	216	P	7.5	P	2.4	P	0.1	P
USGS	11455478	2020-06-04 17:00	PST	23.8	P	209	P	7.4	P	2.3	P	0.1	P
USGS	11455478	2020-06-04 17:15	PST	23.8	P	201	P	7.2	P	2.1	P	0.1	P
USGS	11455478	2020-06-04 17:30	PST	23.8	P	190	P	6.7	P	2.1	P	0.1	P
USGS	11455478	2020-06-04 17:45	PST	23.8	P	185	P	6.6	P	2.1	P	0.1	P
USGS	11455478	2020-06-04 18:00	PST	23.9	P	182	P	5.7	P	2.0	P	0.1	P
USGS	11455478	2020-06-04 18:15	PST	24.0	P	179	P	5.4	P	2.2	P	0.1	P
USGS	11455478	2020-06-04 18:30	PST	24.0	P	179	P	6.5	P	2.3	P	0.1	P
USGS	11455478	2020-06-04 18:45	PST	24.0	P	176	P	7.3	P	2.3	P	0.1	P
USGS	11455478	2020-06-04 19:00	PST	24.1	P	177	P	8.3	P	2.5	P	0.1	P
USGS	11455478	2020-06-04 19:15	PST	24.2	P	174	P	8.1	P	2.6	P	0.1	P
USGS	11455478	2020-06-04 19:30	PST	24.3	P	172	P	7.7	P	2.5	P	0.1	P
USGS	11455478	2020-06-04 19:45	PST	24.3	P	172	P	7.1	P	2.4	P	0.1	P
USGS	11455478	2020-06-04 20:00	PST	24.3	P	171	P	7.1	P	2.4	P	0.1	P
USGS	11455478	2020-06-04 20:15	PST	24.4	P	170	P	7.4	P	2.5	P	0.1	P
USGS	11455478	2020-06-04 20:30	PST	24.4	P	171	P	6.4	P	2.4	P	0.1	P
USGS	11455478	2020-06-04 20:45	PST	24.4	P	169	P	6.2	P	2.3	P	0.1	P
USGS	11455478	2020-06-04 21:00	PST	24.4	P	169	P	6.4	P	2.5	P	0.1	P
USGS	11455478	2020-06-04 21:15	PST	24.4	P	168	P	6.5	P	2.7	P	0.1	P
USGS	11455478	2020-06-04 21:30	PST	24.4	P	169	P	5.8	P	2.7	P	0.1	P
USGS	11455478	2020-06-04 21:45	PST	24.4	P	169	P	5.3	P	2.7	P	0.1	P
USGS	11455478	2020-06-04 22:00	PST	24.3	P	170	P	4.7	P	2.7	P	0.1	P
USGS	11455478	2020-06-04 22:15	PST	24.3	P	171	P	4.6	P	2.6	P	0.1	P
USGS	11455478	2020-06-04 22:30	PST	24.3	P	170	P	5.8	P	2.6	P	0.1	P
USGS	11455478	2020-06-04 22:45	PST	24.2	P	172	P	5.7	P	2.6	P	0.1	P
USGS	11455478	2020-06-04 23:00	PST	24.1	P	174	P	7.6	P	2.8	P	0.1	P
USGS	11455478	2020-06-04 23:15	PST	24.0	P	177	P	9.4	P	2.9	P	0.1	P
USGS	11455478	2020-06-04 23:30	PST	23.8	P	181	P	11.3	P	3.0	P	0.1	P
USGS	11455478	2020-06-04 23:45	PST	23.7	P	187	P	11.6	P	3.0	P	0.1	P
USGS	11455478	2020-06-05 00:00	PST	23.6	P	196	P	13.4	P	3.1	P	0.1	P
USGS	11455478	2020-06-05 00:15	PST	23.5	P	214	P	14.7	P	3.1	P	0.1	P
USGS	11455478	2020-06-05 00:30	PST	23.4	P	250	P	14.9	P	3.0	P	0.1	P
USGS	11455478	2020-06-05 00:45	PST	23.3	P	281	P	15.0	P	2.8	P	0.1	P
USGS	11455478	2020-06-05 01:00	PST	23.2	P	313	P	17.2	P	2.8	P	0.1	P
USGS	11455478	2020-06-05 01:15	PST	23.1	P	358	P	19.5	P	2.9	P	0.2	P
USGS	11455478	2020-06-05 01:30	PST	23.0	P	532	P	24.8	P	2.9	P	0.2	P
USGS	11455478	2020-06-05 01:45	PST	22.9	P	685	P	23.4	P	2.7	P	0.3	P
USGS	11455478	2020-06-05 02:00	PST	22.8	P	799	P	21.5	P	2.6	P	0.4	P
USGS	11455478	2020-06-05 02:15	PST	22.8	P	1000	P	21.8	P	2.5	P	0.5	P
USGS	11455478	2020-06-05 02:30	PST	22.7	P	1110	P	19.4	P	2.4	P	0.5	P
USGS	11455478	2020-06-05 02:45	PST	22.7	P	1200	P	19.3	P	2.4	P	0.6	P
USGS	11455478	2020-06-05 03:00	PST	22.7	P	1290	P	19.2	P	2.3	P	0.6	P
USGS	11455478	2020-06-05 03:15	PST	22.6	P	1320	P	18.6	P	2.3	P	0.6	P
USGS	11455478	2020-06-05 03:30	PST	22.6	P	1370	P	17.1	P	2.3	P	0.7	P
USGS	11455478	2020-06-05 03:45	PST	22.6	P	1360	P	16.3	P	2.3	P	0.7	P
USGS	11455478	2020-06-05 04:00	PST	22.5	P	1340	P	16.4	P	2.3	P	0.6	P
USGS	11455478	2020-06-05 04:15	PST	22.6	P	1310	P	16.2	P	2.2	P	0.6	P
USGS	11455478	2020-06-05 04:30	PST	22.6	P	1240	P	15.4	P	2.2	P	0.6	P
USGS	11455478	2020-06-05 04:45	PST	22.6	P	1140	P	14.9	P	2.2	P	0.5	P
USGS	11455478	2020-06-05 05:00	PST	22.6	P	1070	P	14.5	P	2.2	P	0.5	P
USGS	11455478	2020-06-05 05:15	PST	22.6	P	1020	P	15.7	P	2.2	P	0.5	P
USGS	11455478	2020-06-05 05:30	PST	22.7	P	759	P	14.9	P	2.2	P	0.4	P
USGS	11455478	2020-06-05 05:45	PST	22.8	P	735	P	20.9	P	2.2	P	0.3	P
USGS	11455478	2020-06-05 06:00	PST	22.8	P	632	P	22.0	P	2.4	P	0.3	P
USGS	11455478	2020-06-05 06:15	PST	22.9	P	493	P	22.8	P	2.3	P	0.2	P
USGS	11455478	2020-06-05 06:30	PST	23.0	P	347	P	23.2	P	2.8	P	0.2	P
USGS	11455478	2020-06-05 06:45	PST	23.1	P	265	P	24.7	P	3.0	P	0.1	P
USGS	11455478	2020-06-05 07:00	PST	23.3	P	228	P	19.3	P	2.7	P	0.1	P
USGS	11455478	2020-06-05 07:15	PST	23.4	P	198	P	19.2	P	2.8	P	0.1	P
USGS	11455478	2020-06-05 07:30	PST	23.5	P	186	P	16.3	P	2.8	P	0.1	P
USGS	11455478	2020-06-05 07:45	PST	23.6	P	181	P	14.0	P	2.5	P	0.1	P
USGS	11455478	2020-06-05 08:00	PST	23.7	P	176	P	14.0	P	2.6	P	0.1	P
USGS	11455478	2020-06-05 08:15	PST	23.8	P	174	P	11.8	P	2.5	P	0.1	P
USGS	11455478	2020-06-05 08:30	PST	23.8	P	173	P	12.0	P	2.4	P	0.1	P
USGS	11455478	2020-06-05 08:45	PST	23.9	P	172	P	11.3	P	2.6	P	0.1	P
USGS	11455478	2020-06-05 09:00	PST	23.9	P	171	P	11.2	P	2.5	P	0.1	P
USGS	11455478	2020-06-05 09:15	PST	23.9	P	170	P	11.3	P	2.5	P	0.1	P
USGS	11455478	2020-06-05 09:30	PST	24.0	P	171	P	10.4	P	2.4	P	0.1	P
USGS	11455478	2020-06-05 09:45	PST	24.0	P	171	P	10.7	P	2.5	P	0.1	P
USGS	11455478	2020-06-05 10:00	PST	24.0	P	171	P	10.6	P	2.3	P	0.1	P
USGS	11455478	2020-06-05 10:15	PST	24.0	P	169	P	10.1	P	2.3	P	0.1	P
USGS	11455478	2020-06-05 10:30	PST	24.1	P	168	P	10.1	P	2.3	P	0.1	P
USGS	11455478	2020-06-05 10:45	PST	24.1	P	167	P	10.0	P	2.3	P	0.1	P
USGS	11455478	2020-06-05 11:00	PST	24.1	P	166	P	9.5	P	2.2	P	0.1	P
USGS	11455478	2020-06-05 11:15	PST	24.1	P	165	P	8.6	P	2.2	P	0.1	P
USGS	11455478	2020-06-05 11:30	PST	24.1	P	165	P	7.2	P	2.2	P	0.1	P
USGS	11455478	2020-06-05 11:45	PST	24.1	P	165	P	6.9	P	2.2	P	0.1	P
USGS	11455478	2020-06-05 12:00	PST	24.1	P	165	P	6.6	P	2.1	P	0.1	P
USGS	11455478	2020-06-05 12:15	PST	24.1	P	166	P	5.9	P	2.3	P	0.1	P
USGS	11455478	2020-06-05 12:30	PST	24.1	P	165	P	6.2	P	2.3	P	0.1	P
USGS	11455478	2020-06-05 12:45	PST	24.1	P	166	P	6.5	P	2.4	P	0.1	P
USGS	11455478	2020-06-05 13:00	PST	24.1	P	168	P	8.1	P	2.4	P	0.1	P
USGS	11455478	2020-06-05 13:15	PST	24.1	P	170	P	11.2	P	2.6	P	0.1	P
USGS	11455478	2020-06-05 13:30	PST	24.1	P	172	P	11.8	P	2.7	P	0.1	P
USGS	11455478	2020-06-05 13:45	PST	24.0	P	173	P	11.9	P	2.7	P	0.1	P
USGS	11455478	2020-06-05 14:00	PST	24.0	P	175	P	15.0	P	3.0	P	0.1	P
USGS	11455478	2020-06-05 14:15	PST	23.9	P	177	P	16.4	P	3.1	P	0.1	P
USGS	11455478	2020-06-05 14:30	PST	23.9	P	174	P	12.3	P	3.0	P	0.1	P
USGS	11455478	2020-06-05 14:45	PST	23.9	P	177	P	10.5	P	3.0	P	0.1	P
USGS	11455478	2020-06-05 15:00	PST	23.8	P	182	P	13.0	P	3.2	P	0.1	P
USGS	11455478	2020-06-05 15:15	PST	23.8	P	188	P	13.0	P	3.2	P	0.1	P
USGS	11455478	2020-06-05 15:30	PST	23.7	P	195	P	12.8	P	3.2	P	0.1	P
USGS	11455478	2020-06-05 15:45	PST	23.7	P	212	P	13.9	P	3.2	P	0.1	P
USGS	11455478	2020-06-05 16:00	PST	23.5	P	259	P	15.1	P	3.1	P	0.1	P
USGS	11455478	2020-06-05 16:15	PST	23.4	P	344	P	16.8	P	3.2	P	0.2	P
USGS	11455478	2020-06-05 16:30	PST	23.3	P	408	P	17.8	P	3.0	P	0.2	P
USGS	11455478	2020-06-05 16:45	PST	23.1	P	467	P	17.9	P	2.9	P	0.2	P
USGS	11455478	2020-06-05 17:00	PST	23.1	P	488	P	18.4	P	2.8	P	0.2	P
USGS	11455478	2020-06-05 17:15	PST	23.0	P	493	P	18.1	P	2.7	P	0.2	P
USGS	11455478	2020-06-05 17:30	PST	23.0	P	501	P	18.3	P	2.6	P	0.2	P
USGS	11455478	2020-06-05 17:45	PST	23.0	P	510	P	16.9	P	2.6	P	0.2	P
USGS	11455478	2020-06-05 18:00	PST	23.0	P	511	P	15.4	P	2.8	P	0.2	P
USGS	11455478	2020-06-05 18:15	PST	23.0	P	501	P	15.0	P	2.5	P	0.2	P
USGS	11455478	2020-06-05 18:30	PST	23.0	P	486	P	14.3	P	2.5	P	0.2	P
USGS	11455478	2020-06-05 18:45	PST	23.0	P	470	P	13.8	P	2.5	P	0.2	P
USGS	11455478	2020-06-05 19:00	PST	23.0	P	421	P	13.2	P	2.6	P	0.2	P
USGS	11455478	2020-06-05 19:15	PST	23.1	P	375	P	13.5	P	2.8	P	0.2	P
USGS	11455478	2020-06-05 19:30	PST	23.2	P	323	P	14.5	P	2.9	P	0.1	P
USGS	11455478	2020-06-05 19:45	PST	23.2	P	279	P	13.4	P	3.0	P	0.1	P
USGS	11455478	2020-06-05 20:00	PST	23.3	P	216	P	14.1	P	3.3	P	0.1	P
USGS	11455478	2020-06-05 20:15	PST	23.4	P	194	P	15.4	P	3.2	P	0.1	P
USGS	11455478	2020-06-05 20:30	PST	23.4	P	186	P	14.2	P	3.3	P	0.1	P
USGS	11455478	2020-06-05 20:45	PST	23.5	P	183	P	12.4	P	3.2	P	0.1	P
USGS	11455478	2020-06-05 21:00	PST	23.5	P	179	P	11.6	P	3.2	P	0.1	P
USGS	11455478	2020-06-05 21:15	PST	23.5	P	177	P	13.0	P	3.1	P	0.1	P
USGS	11455478	2020-06-05 21:30	PST	23.5	P	176	P	13.2	P	3.1	P	0.1	P
USGS	11455478	2020-06-05 21:45	PST	23.5	P	176	P	13.0	P	3.2	P	0.1	P
USGS	11455478	2020-06-05 22:00	PST	23.5	P	175	P	13.5	P	3.2	P	0.1	P
USGS	11455478	2020-06-05 22:15	PST	23.5	P	175	P	13.9	P	3.2	P	0.1	P
USGS	11455478	2020-06-05 22:30	PST	23.5	P	175	P	12.1	P	3.1	P	0.1	P
USGS	11455478	2020-06-05 22:45	PST	23.4	P	175	P	12.2	P	3.2	P	0.1	P
USGS	11455478	2020-06-05 23:00	PST	23.4	P	179	P	10.3	P	3.1	P	0.1	P
USGS	11455478	2020-06-05 23:15	PST	23.3	P	177	P	11.8	P	3.0	P	0.1	P
USGS	11455478	2020-06-05 23:30	PST	23.2	P	178	P	13.2	P	3.0	P	0.1	P
USGS	11455478	2020-06-05 23:45	PST	23.2	P	187	P	13.9	P	3.2	P	0.1	P
USGS	11455478	2020-06-06 00:00	PST	23.0	P	192	P	15.7	P	3.3	P	0.1	P
USGS	11455478	2020-06-06 00:15	PST	22.9	P	219	P	22.0	P	3.4	P	0.1	P
USGS	11455478	2020-06-06 00:30	PST	22.8	P	256	P	33.4	P	3.8	P	0.1	P
USGS	11455478	2020-06-06 00:45	PST	22.6	P	341	P	37.0	P	3.8	P	0.2	P
USGS	11455478	2020-06-06 01:00	PST	22.5	P	413	P	29.0	P	3.4	P	0.2	P
USGS	11455478	2020-06-06 01:15	PST	22.4	P	473	P	39.2	P	3.6	P	0.2	P
USGS	11455478	2020-06-06 01:30	PST	22.2	P	552	P	30.5	P	3.1	P	0.3	P
USGS	11455478	2020-06-06 01:45	PST	22.2	P	602	P	29.4	P	3.1	P	0.3	P
USGS	11455478	2020-06-06 02:00	PST	22.0	P	685	P	26.0	P	2.9	P	0.3	P
USGS	11455478	2020-06-06 02:15	PST	22.0	P	840	P	34.3	P	3.2	P	0.4	P
USGS	11455478	2020-06-06 02:30	PST	21.8	P	1370	P	26.2	P	2.7	P	0.7	P
USGS	11455478	2020-06-06 02:45	PST	21.7	P	1680	P	29.7	P	2.6	P	0.8	P
USGS	11455478	2020-06-06 03:00	PST	21.6	P	1850	P	23.7	P	2.5	P	0.9	P
USGS	11455478	2020-06-06 03:15	PST	21.6	P	1980	P	25.0	P	2.5	P	1.0	P
USGS	11455478	2020-06-06 03:30	PST	21.6	P	2110	P	25.4	P	2.3	P	1.1	P
USGS	11455478	2020-06-06 03:45	PST	21.6	P	2140	P	26.0	P	2.4	P	1.1	P
USGS	11455478	2020-06-06 04:00	PST	21.5	P	2100	P	22.2	P	2.4	P	1.1	P
USGS	11455478	2020-06-06 04:15	PST	21.5	P	2100	P	20.3	P	2.3	P	1.1	P
USGS	11455478	2020-06-06 04:30	PST	21.5	P	2080	P	20.4	P	2.3	P	1.0	P
