station,collected_by,date,time_pst,kingdom,phylum,class,genus,taxon,phyto_form,organisms_per_ml,cells_per_ml,biovolume_per_ml
STN_801,STN,2020-08-24,12:41:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,c,5030.9,5462.1,243623.2
STN_801,STN,2020-08-24,12:41:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,53615.2,107230.3,19301.5
STN_801,STN,2020-08-24,12:41:00,Protozoa,Dinozoa,Dinophyceae,Peridinium,Peridinium sp.,i,143.7,143.7,571838.7
STN_704,STN,2020-08-26,05:31:00,Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,Actinocyclus sp.,i,153.3,153.3,4069265.7
STN_704,STN,2020-08-26,05:31:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,306.6,306.6,198530.4
STN_704,STN,2020-08-26,05:31:00,Chromista,Bacillariophyta,Bacillariophyceae,Hantzschia,Hantzschia sp.,i,153.3,153.3,57183.4
STN_704,STN,2020-08-26,05:31:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia amphibia,i,153.3,153.3,49043.8
STN_704,STN,2020-08-26,05:31:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia incognita,i,766.6,766.6,44310.4
STN_704,STN,2020-08-26,05:31:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,i,613.3,613.3,19048.4
STN_704,STN,2020-08-26,05:31:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,66848.9,133697.7,24065.6
STN_610,STN,2020-08-26,06:25:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,85.2,85.2,381421.8
STN_610,STN,2020-08-26,06:25:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,85.2,85.2,250515.4
STN_610,STN,2020-08-26,06:25:00,Chromista,Bacillariophyta,Bacillariophyceae,Pinnularia,Pinnularia cf. hustedtii,i,85.2,85.2,5103256
STN_610,STN,2020-08-26,06:25:00,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosolenia,cf. Rhizosolenia sp.,i,85.2,85.2,250945
STN_610,STN,2020-08-26,06:25:00,Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra sp.,i,85.2,85.2,291408.9
STN_610,STN,2020-08-26,06:25:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,34071.8,68143.6,12265.8
STN_706,STN,2020-08-26,06:26:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,65.7,65.7,113043
STN_706,STN,2020-08-26,06:26:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula sp.,i,65.7,65.7,56139.6
STN_706,STN,2020-08-26,06:26:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia amphibia,i,131.4,131.4,19610.6
STN_706,STN,2020-08-26,06:26:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sociabilis,i,65.7,65.7,12504
STN_706,STN,2020-08-26,06:26:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,131.4,131.4,12837.3
STN_706,STN,2020-08-26,06:26:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,cf. Thalassiosira sp.,i,131.4,131.4,25809
STN_706,STN,2020-08-26,06:26:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,26284,52567.9,9462.2
MONT,STN,2020-08-26,06:36:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis placentula,i,176.9,176.9,78657.1
MONT,STN,2020-08-26,06:36:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,cf. Thalassiosira sp.,i,176.9,176.9,8440.9
MONT,STN,2020-08-26,06:36:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,75364.2,150728.4,27131.1
STN_609,STN,2020-08-26,06:55:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,176.9,176.9,120049
STN_609,STN,2020-08-26,06:55:00,Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema ardens,i,530.7,530.7,1168309
STN_609,STN,2020-08-26,06:55:00,Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra sp.,i,176.9,176.9,633093.6
STN_609,STN,2020-08-26,06:55:00,Plantae,Chlorophyta,Chlorophyceae,Dictyochloris,Dictyochloris fragrans,i,176.9,176.9,126684.3
STN_609,STN,2020-08-26,06:55:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,70056.9,140113.7,25220.5
EMP_NZS42,STN,2020-08-26,09:11:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis placentula,i,65.7,65.7,29215.5
EMP_NZS42,STN,2020-08-26,09:11:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,65.7,65.7,39733.1
EMP_NZS42,STN,2020-08-26,09:11:00,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosolenia,cf. Rhizosolenia sp.,i,131.4,131.4,234997.3
EMP_NZS42,STN,2020-08-26,09:11:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,26218.2,52436.5,9438.6
FMWT_605,STN,2020-08-26,09:32:00,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosolenia,cf. Rhizosolenia sp.,i,127.8,127.8,486681.3
FMWT_605,STN,2020-08-26,09:32:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,52640.9,105281.9,18950.7
STN_610,FMWT,2020-09-10,08:35:00,Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,Actinocyclus sp.,i,18.4,18.4,283978.2
STN_610,FMWT,2020-09-10,08:35:00,Chromista,Bacillariophyta,Bacillariophyceae,Bacillaria,Bacillaria cf. paxillifera,i,36.8,36.8,151697.1
STN_610,FMWT,2020-09-10,08:35:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella meneghiniana,i,18.4,18.4,21246.3
STN_610,FMWT,2020-09-10,08:35:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,18.4,18.4,9681.7
STN_610,FMWT,2020-09-10,08:35:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,73.6,73.6,219199.4
STN_610,FMWT,2020-09-10,08:35:00,Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira sp.,i,18.4,18.4,46845
STN_610,FMWT,2020-09-10,08:35:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,cf. Thalassiosira sp.,i,18.4,18.4,1676.7
STN_610,FMWT,2020-09-10,08:35:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,128.8,128.8,23130.2
STN_610,FMWT,2020-09-10,08:35:00,Plantae,Chlorophyta,Chlorophyceae,Chlorococcum,Chlorococcum minutum,i,128.8,128.8,18519.3
STN_610,FMWT,2020-09-10,08:35:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas marssonii,i,36.8,36.8,13758.4
STN_610,FMWT,2020-09-10,08:35:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,55.2,55.2,19310.3
STN_610,FMWT,2020-09-10,08:35:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,i,1674.3,1711.1,87205.4
STN_610,FMWT,2020-09-10,08:35:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,4342.1,8684.2,1563.2
STN_610,FMWT,2020-09-10,08:35:00,Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena viridis,i,55.2,55.2,115346.7
STN_610,FMWT,2020-09-10,08:35:00,Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas volvocina,i,18.4,18.4,13175.2
STN_610,FMWT,2020-09-10,08:35:00,Protozoa,Dinozoa,Dinophyceae,Peridinium,Peridinium sp.,i,18.4,18.4,21164.9
MONT,FMWT,2020-09-10,09:10:00,Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,Actinocyclus sp.,i,63.9,63.9,3513936.3
MONT,FMWT,2020-09-10,09:10:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella cf. atomus,i,63.9,63.9,7225.2
MONT,FMWT,2020-09-10,09:10:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,255.5,255.5,855988.6
MONT,FMWT,2020-09-10,09:10:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,cf. Thalassiosira sp.,i,63.9,63.9,1923.3
MONT,FMWT,2020-09-10,09:10:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,i,447.2,447.2,21336.8
MONT,FMWT,2020-09-10,09:10:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,25298.3,50596.6,9107.4
STN_609,FMWT,2020-09-10,09:22:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,46341.9,92683.8,16683.1
STN_609,FMWT,2020-09-10,09:22:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis sp.,i,115,115,481.7
EMP_NZ060,EMP,2020-09-10,09:30:00,Chromista,Bacillariophyta,Bacillariophyceae,Achnanthidium,cf. Achnanthidium sp.,i,306.6,306.6,27695.5
EMP_NZ060,EMP,2020-09-10,09:30:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,306.6,306.6,129147.1
EMP_NZ060,EMP,2020-09-10,09:30:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,i,3373.1,3986.4,203166.8
EMP_NZ060,EMP,2020-09-10,09:30:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,64089,128178.1,23072.1
EMP_NZEZ2,EMP,2020-09-10,10:15:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma fasciola,i,287.5,287.5,1560227.2
EMP_NZEZ2,EMP,2020-09-10,10:15:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia dissipata,i,287.5,287.5,166784.9
EMP_NZEZ2,EMP,2020-09-10,10:15:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,c,2012.4,2587.3,123448.9
EMP_NZEZ2,EMP,2020-09-10,10:15:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,116142.2,232284.5,41811.2
EMP_NZ064,EMP,2020-09-10,10:45:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,95.8,95.8,68620.6
EMP_NZ064,EMP,2020-09-10,10:45:00,Chromista,Bacillariophyta,Bacillariophyceae,Tryblionella,cf. Tryblionella sp.,i,95.8,95.8,396812.6
EMP_NZ064,EMP,2020-09-10,10:45:00,Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,cf. Ulnaria sp.,i,95.8,95.8,136074.1
EMP_NZ064,EMP,2020-09-10,10:45:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,39480.7,78961.4,14213
EMP_NZ064,EMP,2020-09-10,10:45:00,Protozoa,Euglenozoa,Euglenophyceae,Eutreptiella,Eutreptiella sp.,i,95.8,95.8,235315.9
EMP_NZ028,EMP,2020-09-14,08:50:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,122.7,122.7,545238.2
EMP_NZ028,EMP,2020-09-14,08:50:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,i,122.7,184,7659.4
EMP_NZ028,EMP,2020-09-14,08:50:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,24286.4,48572.8,8743.1
EMP_NZS42,EMP,2020-09-14,09:55:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,230,230,262526.7
EMP_NZS42,EMP,2020-09-14,09:55:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia acicularis,i,230,230,72859.1
EMP_NZS42,EMP,2020-09-14,09:55:00,Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema sp.,i,919.9,919.9,107510.6
EMP_NZS42,EMP,2020-09-14,09:55:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,91533.9,183067.8,32952.2
EMP_NZ032,EMP,2020-09-14,10:45:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis placentula,i,133.3,133.3,143094.3
EMP_NZ032,EMP,2020-09-14,10:45:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,133.3,133.3,153959
EMP_NZ032,EMP,2020-09-14,10:45:00,Chromista,Bacillariophyta,Bacillariophyceae,Tryblionella,cf. Tryblionella sp.,i,133.3,133.3,1549747.5
EMP_NZ032,EMP,2020-09-14,10:45:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,53596.4,107192.8,19294.7
FMWT_704,FMWT,2020-09-15,15:43:00,Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,Actinocyclus sp.,i,69.7,69.7,142368.8
FMWT_704,FMWT,2020-09-15,15:43:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis placentula,i,69.7,69.7,63187.4
FMWT_704,FMWT,2020-09-15,15:43:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella meneghiniana,i,69.7,69.7,100845.9
FMWT_704,FMWT,2020-09-15,15:43:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,69.7,69.7,14986.8
FMWT_704,FMWT,2020-09-15,15:43:00,Chromista,Bacillariophyta,Bacillariophyceae,Encyonema,Encyonema cf. lange-bertalotii,i,69.7,69.7,67194
FMWT_704,FMWT,2020-09-15,15:43:00,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis cf. paludosa,i,139.4,139.4,844511.2
FMWT_704,FMWT,2020-09-15,15:43:00,Chromista,Bacillariophyta,Mediophyceae,Lindavia,cf. Lindavia sp.,i,69.7,69.7,49905.9
FMWT_704,FMWT,2020-09-15,15:43:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula sp.,i,69.7,69.7,15286.5
FMWT_704,FMWT,2020-09-15,15:43:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,cf. Thalassiosira sp.,i,1045.4,1045.4,144188.2
FMWT_704,FMWT,2020-09-15,15:43:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,i,69.7,69.7,2335.4
FMWT_704,FMWT,2020-09-15,15:43:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,26692.2,53384.3,9609.2
FMWT_605,FMWT,2020-09-16,09:20:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella cf. atomus,i,104.5,104.5,13686.6
FMWT_605,FMWT,2020-09-16,09:20:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,209.1,209.1,218985.8
FMWT_605,FMWT,2020-09-16,09:20:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. acicularis,i,104.5,104.5,52264
FMWT_605,FMWT,2020-09-16,09:20:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,cf. Thalassiosira sp.,i,209.1,209.1,12303.3
FMWT_605,FMWT,2020-09-16,09:20:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,41501.8,83003.5,14940.6
FMWT_605,FMWT,2020-09-16,09:20:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis sp.,c,104.5,209.1,875.8
FMWT_802,FMWT,2020-09-16,14:23:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis placentula,i,153.3,153.3,68169.5
FMWT_802,FMWT,2020-09-16,14:23:00,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis paludosa,i,153.3,153.3,1078236.8
FMWT_802,FMWT,2020-09-16,14:23:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas marssonii,i,460,460,126491.8
FMWT_802,FMWT,2020-09-16,14:23:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,306.6,306.6,114879.9
FMWT_802,FMWT,2020-09-16,14:23:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,c,1226.6,1533.2,148672.4
FMWT_802,FMWT,2020-09-16,14:23:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,62095.8,124191.7,22354.5
FMWT_802,FMWT,2020-09-16,14:23:00,Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,Microcystis sp.,c,153.3,1073.3,98688.8
FMWT_706,FMWT,2020-09-23,06:40:00,Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,Actinocyclus sp.,i,287.5,71.9,480943.8
FMWT_706,FMWT,2020-09-23,06:40:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis placentula,i,71.9,71.9,29134.9
FMWT_706,FMWT,2020-09-23,06:40:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella meneghiniana,i,71.9,71.9,174740.8
FMWT_706,FMWT,2020-09-23,06:40:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,575,575,247386.3
FMWT_706,FMWT,2020-09-23,06:40:00,Chromista,Bacillariophyta,Bacillariophyceae,Gomphonema,Gomphonema affinopsis,i,71.9,71.9,69927.3
FMWT_706,FMWT,2020-09-23,06:40:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia liebetruthii,i,71.9,71.9,3881
FMWT_706,FMWT,2020-09-23,06:40:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia palea,i,71.9,71.9,6630
FMWT_706,FMWT,2020-09-23,06:40:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sociabilis,i,71.9,71.9,10187.6
FMWT_706,FMWT,2020-09-23,06:40:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,143.7,143.7,6540.8
FMWT_706,FMWT,2020-09-23,06:40:00,Chromista,Bacillariophyta,Bacillariophyceae,Stauroforma,cf. Stauroforma sp.,i,71.9,71.9,17611.4
FMWT_706,FMWT,2020-09-23,06:40:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,cf. Thalassiosira sp.,i,718.7,718.7,66408.9
FMWT_706,FMWT,2020-09-23,06:40:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,71.9,71.9,30268.9
FMWT_706,FMWT,2020-09-23,06:40:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,i,71.9,71.9,6608.6
FMWT_706,FMWT,2020-09-23,06:40:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,26735.7,53471.4,9624.9
FMWT_706,FMWT,2020-09-23,06:40:00,Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena acus,i,71.9,71.9,2350764.6
FMWT_704,FMWT,2020-09-23,07:01:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis placentula,i,170.4,170.4,86882.7
FMWT_704,FMWT,2020-09-23,07:01:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,170.4,170.4,982532.1
FMWT_704,FMWT,2020-09-23,07:01:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,170.4,170.4,246512.2
FMWT_704,FMWT,2020-09-23,07:01:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula goersii,i,170.4,170.4,18020.1
FMWT_704,FMWT,2020-09-23,07:01:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia fonticola,i,170.4,170.4,32417.8
FMWT_704,FMWT,2020-09-23,07:01:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,c,3747.9,4429.3,256484
FMWT_704,FMWT,2020-09-23,07:01:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,64395.7,128791.4,23182.5
FMWT_704,FMWT,2020-09-23,07:01:00,Bacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,Pseudanabaena sp.,f,170.4,511.1,5940.7
FMWT_802,FMWT,2020-09-23,07:37:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,127.8,127.8,38713.3
FMWT_802,FMWT,2020-09-23,07:37:00,Chromista,Bacillariophyta,Bacillariophyceae,Cymbella,cf. Cymbella sp.,i,127.8,127.8,233000.1
FMWT_802,FMWT,2020-09-23,07:37:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,127.8,127.8,460029.3
FMWT_802,FMWT,2020-09-23,07:37:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,cf. Thalassiosira sp.,i,127.8,127.8,17623
FMWT_802,FMWT,2020-09-23,07:37:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,127.8,127.8,39924.5
FMWT_802,FMWT,2020-09-23,07:37:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,i,766.6,766.6,34192.7
FMWT_802,FMWT,2020-09-23,07:37:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,50341.1,100682.2,18122.8
STN_610,FMWT,2020-09-23,08:48:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,66.7,66.7,99539.9
STN_610,FMWT,2020-09-23,08:48:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,133.3,133.3,375554.6
STN_610,FMWT,2020-09-23,08:48:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia palea,i,66.7,66.7,7499.5
STN_610,FMWT,2020-09-23,08:48:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,cf. Thalassiosira sp.,i,133.3,133.3,8977.1
STN_610,FMWT,2020-09-23,08:48:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,i,200,200,4489.6
STN_610,FMWT,2020-09-23,08:48:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,26064.9,52129.8,9383.4
MONT,FMWT,2020-09-23,11:08:00,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis paludosa,i,143.7,143.7,1029309.6
MONT,FMWT,2020-09-23,11:08:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,cf. Thalassiosira sp.,i,143.7,143.7,10287.4
MONT,FMWT,2020-09-23,11:08:00,Chromista,Bacillariophyta,Bacillariophyceae,Tryblionella,cf. Tryblionella sp.,i,143.7,143.7,791833.9
MONT,FMWT,2020-09-23,11:08:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,60227.2,120454.4,21681.8
STN_609,FMWT,2020-09-23,11:26:00,Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,Actinocyclus sp.,i,139.4,139.4,4231586.1
STN_609,FMWT,2020-09-23,11:26:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,278.8,278.8,82957
STN_609,FMWT,2020-09-23,11:26:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula rostellata,i,139.4,139.4,323957.1
STN_609,FMWT,2020-09-23,11:26:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,139.4,139.4,61503.3
STN_609,FMWT,2020-09-23,11:26:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,56172,112344,20221.9
FMWT_605,FMWT,2020-09-23,12:00:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,105.7,105.7,122105.4
FMWT_605,FMWT,2020-09-23,12:00:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,42190.3,84380.6,15188.5
FMWT_605,FMWT,2020-09-23,12:00:00,Protozoa,Dinozoa,Dinophyceae,Peridinium,Peridinium sp.,i,105.7,105.7,138479.7
STN_610,FMWT,2020-10-07,10:30:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. acicularis,i,245.3,245.3,69526.7
STN_610,FMWT,2020-10-07,10:30:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira sp.,i,122.7,122.7,7803.2
STN_610,FMWT,2020-10-07,10:30:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,c,2821.1,3066.5,127656
STN_610,FMWT,2020-10-07,10:30:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,47223.5,94447,17000.5
MONT,FMWT,2020-10-07,10:57:00,Chromista,Ochrophyta,Coscinodiscophyceae,Chaetoceros,Chaetoceros muelleri,i,958.3,958.3,538907.7
MONT,FMWT,2020-10-07,10:57:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis placentula,i,63.9,63.9,26100.9
MONT,FMWT,2020-10-07,10:57:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula subrostellata,i,63.9,63.9,41301.8
MONT,FMWT,2020-10-07,10:57:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,cf. Thalassiosira sp.,i,63.9,63.9,4572.2
MONT,FMWT,2020-10-07,10:57:00,Plantae,Chlorophyta,Chlorophyceae,Schroederia,Schroederia sp.,i,63.9,63.9,12389.8
MONT,FMWT,2020-10-07,10:57:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,63.9,63.9,16015.3
MONT,FMWT,2020-10-07,10:57:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,24340,48680.1,8762.4
STN_609,FMWT,2020-10-07,11:18:00,Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,Actinocyclus sp.,i,184,184,284983.4
STN_609,FMWT,2020-10-07,11:18:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. acicularis,i,184,184,28628.5
STN_609,FMWT,2020-10-07,11:18:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,184,184,5298.8
