Project,Year,Survey,Month,Date,Station,Time,TowDuration,Region,TideCode,DepthBottom,CondSurf,PPTSurf,CondBott,PPTBott,TempSurf,TempBottom,Secchi,Turbidity,Microcystis,TotalMeter,MeterEstimate,Volume,ACARTELA,ACARTIA,DIAPTOM,EURYTEM,OTHCALAD,PDIAPFOR,PDIAPMAR,SINOCAL,TORTANUS,ALLCALADULTS,ACANTHO,LIMNOSPP,LIMNOSINE,LIMNOTET,OITHDAV,OITHSIM,OITHSPP,OTHCYCAD,ALLCYCADULTS,HARPACT,EURYJUV,OTHCALJUV,PDIAPJUV,SINOCALJUV,ASINEJUV,ACARJUV,DIAPTJUV,TORTJUV,ALLCALJUV,LIMNOJUV,OITHJUV,OTHCYCJUV,ALLCYCJUV,EURYNAUP,OTHCOPNAUP,PDIAPNAUP,SINONAUP,ALLCOPNAUP,BOSMINA,DAPHNIA,DIAPHAN,OTHCLADO,ALLCLADOCERA,ASPLANCH,KERATELA,OTHROT,POLYARTH,SYNCH,TRICHO,ALLROTIFERS,BARNNAUP,CRABZOEA,OSTRACOD,CUMAC
FRP,2019,5,8,2019-08-08,Grizz,11:42:00,10,Suisun Bay (Grizzly),2,1.5,23530,14.21,NA,NA,20.1,NA,17,73.3,NA,16736,N,5.1,267,0,0,0,0,7,0,0,0,274.1,0,0,0,24.6,3.5,0,0,0,28.1,10.5,0,0,10.5,0,2336.6,0,0,407.6,2754.8,3.5,0,0,3.5,0,179.2,7,0,186.2,0,0,0,0,0,0,0,0,0,0,0,0,2045,0,0,0
EMP,2019,8,8,2019-08-08,NZ054,11:14:00,10,SuiBay,1,9.3,5262,2.81,NA,NA,22.1,NA,52,NA,NA,35072,N,5,1799.7,0,0,0,0,133,0,0,3.1,1935.8,0,0,0,18.8,0,0,0,0,18.8,0,0,0,7.8,0,195.6,0,0,1.6,205,0,0,1.6,1.6,1.6,0,0,1.6,14.1,3.1,3.1,3.1,23.5,0,0,0,0,0,0,0,3.1,17.2,0,0,0
EMP,2019,8,8,2019-08-08,NZ060,11:58:00,10,WestDel,1,9,2245,1.13,NA,NA,22.9,NA,56,NA,NA,44627,N,7.9,3041.2,0,0,0,0,117.8,0,0,0,3159,0,0,0,39.7,0,0,0,2.6,42.3,0,0,0,60.2,0,38.4,0,0,0,98.6,0,0,2.6,2.6,0,0,0,0,0,0,0,5.1,5.1,0,0,1.3,0,0,0,1.3,0,2.6,0,0,0
EMP,2019,8,8,2019-08-08,NZ064,12:54:00,10,SacR,1,9.2,143,0.06,NA,NA,23,NA,76,NA,NA,41911,N,6.7,277.7,0,0,0,0,92.6,0,0,0,370.2,0,0,0,0,0,0,0,0,0,0,0,0,951,0,0,0,1.5,0,952.5,0,0,10.5,10.5,0,0,0,0,1.5,0,1.5,3,6,0,0,1.5,0,0,0,1.5,0,0,0,0,0
EMP,2019,8,8,2019-08-08,NZ068,13:38:00,10,SacR,1,7,152,0.06,NA,NA,22.8,NA,128,NA,NA,37377,N,11.4,7.8,0,1.3,0,0,118.3,0,0,0,127.4,1.3,0,1.3,0,0,0,0,9.1,11.7,1.3,1.3,0,1658.2,0,0,0,1.3,0,1660.8,0,0,27.3,27.3,0,0,102.7,0,102.7,7.8,0,1.3,16.9,26,0,0,0,0,0,0,0,0,0,0,0
EMP,2019,8,8,2019-08-12,NZ028,13:08:00,10,SuiBay,1,1.8,10379,5.84,NA,NA,22.4,NA,40,NA,NA,17641,N,10.8,2106.7,0,0,0,0,6.7,0,0,63.3,2176.7,0,0,0,293.3,0,0,0,0,293.3,0,0,0,6.7,0,1203.4,0,0,33.3,1243.4,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,130,3.3,0,0,0
EMP,2019,8,8,2019-08-12,NZ032,14:48:00,10,SuiMar,1,8.1,9920,5.57,NA,NA,24,NA,44,NA,NA,26808,N,11.1,1723.3,0,0,0,0,11.1,0,0,13.4,1747.8,0,0,0,53.4,2.2,0,0,0,55.7,4.5,0,0,8.9,0,3192.8,0,0,75.7,3277.4,0,0,0,0,24.5,2.2,0,26.7,0,0,0,0,0,0,0,0,0,0,0,0,498.7,4.5,0,0,0
EMP,2019,8,8,2019-08-12,NZS42,13:57:00,10,SuiMar,1,4.4,9379,5.24,NA,NA,23.6,NA,36,NA,NA,20174,N,7.4,713.3,0,0,0,0,384.6,0,0,6.2,1104.1,0,0,0,21.7,0,0,0,0,21.7,3.1,0,0,96.2,0,514.8,0,0,6.2,617.2,0,0,0,0,3.1,6.2,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,77.5,6.2,0,0,0
STN,2019,6,8,2019-08-19,704,07:24:00,10,Lower Sacramento River,2,7.3,462,0.21,412,0.18,21.9,21.9,49,18.3,1,10640,N,3.2,1912.7,0,0,0,0,227.5,0,0,0,2140.2,0,0,0,41.8,0,0,0,13.9,55.7,18.6,0,0,143.9,0,92.9,0,0,0,236.8,0,0,18.6,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0
STN,2019,6,8,2019-08-19,706,08:22:00,10,Lower Sacramento River,2,7.6,149,0.06,168,0.07,22.2,21.8,70,10.7,1,10489,N,3.2,1121.5,0,0,0,0,423.5,0,0,0,1545,6,0,0,6,0,0,0,17.9,29.8,0,0,0,3459.8,0,6,0,0,0,3465.8,0,0,11.9,11.9,0,0,6,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0
STN,2019,6,8,2019-08-19,707,09:23:00,10,Lower Sacramento River,2,9.1,139,0.06,132,0.05,22.1,21.9,98,7.8,1,10698,N,3.2,29.2,0,0,0,5.9,520.5,0,0,0,555.6,0,0,0,0,0,0,0,11.7,11.7,0,0,0,3433.2,0,0,0,0,0,3433.2,0,0,52.6,52.6,0,0,561.5,0,561.5,11.7,0,23.4,35.1,70.2,0,0,0,0,0,0,0,0,0,5.9,0
STN,2019,6,8,2019-08-20,411,14:11:00,10,Suisun Bay,2,2.7,8065,4.45,9841,5.52,22.7,22.3,51,17.4,2,11697,N,3.6,595.4,0,0,0,0,4.2,0,0,0,599.7,0,0,0,4.2,0,0,0,0,4.2,8.5,0,0,8.5,0,1913,0,0,8.5,1929.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.9,0,0,0
STN,2019,6,8,2019-08-20,418,13:11:00,10,Suisun Bay (Mothball),2,10.1,9792,5.49,10261,5.77,21.8,21.2,48,33,1,11741,N,3.6,969.9,0,0,0,0,5.3,5.3,0,0,980.6,0,0,0,10.7,16,0,0,0,26.7,21.3,0,0,5.3,0,2451.4,0,0,64,2520.7,0,0,0,0,0,58.6,0,0,58.6,0,0,0,0,0,0,0,0,0,0,0,0,2168.9,0,0,0
STN,2019,6,8,2019-08-20,602,11:30:00,10,Suisun Bay (Grizzly),2,1.2,8383,4.64,8510,4.72,21.2,21,28,84.3,1,31185,N,9.5,772.5,0,0,0,0,16.6,0,0,1.9,790.9,0,0,0,70.2,0,0,0,0,70.2,9.2,0,0,25.9,0,925.8,0,0,7.4,959.1,0,0,0,0,0,11.1,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,175.6,0,12.9,0
STN,2019,6,8,2019-08-20,606,10:13:00,10,Suisun Bay (Mont. Sl.),2,7.6,8553,4.74,8540,4.74,23,22.4,40,29.9,1,11660,N,3.5,1330.9,0,0,0,0,368.6,0,0,0,1699.5,0,0,0,168.9,5.1,0,0,5.1,179.2,66.6,0,0,46.1,0,952.1,0,0,5.1,1003.3,0,0,20.5,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.3,0,92.1,0
STN,2019,6,8,2019-08-20,609,08:53:00,10,Suisun Bay (Mont. Sl.),4,8.2,6672,3.63,6695,3.64,21.9,21.3,49,26.6,1,11239,N,3.4,626.7,0,0,0,0,573.6,0,0,5.3,1205.5,5.3,0,0,42.5,0,0,0,0,47.8,31.9,0,0,886.9,0,302.7,0,0,10.6,1200.2,0,0,26.6,26.6,0,90.3,42.5,0,132.8,0,0,0,0,0,0,0,0,0,0,0,0,387.7,74.4,69,0
STN,2019,6,8,2019-08-20,610,07:16:00,10,Suisun Bay (Mont. Sl.),4,4.9,3050,1.57,2908,1.49,22.2,21.7,56,20.4,1,11411,N,3.5,1038.9,0,0,0,0,298.7,0,0,0,1337.6,0,0,0,21.6,0,0,0,0,21.6,43.3,4.3,0,112.6,0,77.9,0,0,0,194.8,0,0,0,0,0,0,0,0,0,4.3,0,0,0,4.3,0,0,0,0,0,0,0,108.2,4.3,73.6,0
STN,2019,6,8,2019-08-20,Mont,08:26:00,10,Suisun Bay (Mont. Sl.),4,3,6592,3.58,6476,3.52,21.4,21.2,57,18,1,27782,N,8.4,200.8,0,0,0,0,117.8,0,0,0,318.6,0,0,0,0.8,0,0,0,0,0.8,0.8,0,0,259.7,0,83.8,0,0,0.8,344.3,0,0,5,5,0,1.7,0.8,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,27.4,8.3,2.5,0
STN,2019,6,8,2019-08-21,405,07:20:00,10,Suisun Bay (Carquinez St.),2,4.6,13330,7.66,20457,12.2,20.6,20.6,68,12.9,1,12194,N,3.7,887.7,0,0,0,0,5.1,0,0,0,892.8,0,0,0,0,15.4,0,0,0,15.4,0,0,0,5.1,0,2524.5,0,0,35.9,2565.6,0,0,0,0,0,82.1,0,0,82.1,0,0,0,0,0,0,0,0,0,0,0,0,2247.4,0,0,0
STN,2019,6,8,2019-08-21,501,12:00:00,10,Suisun Bay,2,11.6,6318,3.42,7030,3.84,22.1,22.1,32,22.2,2,9978,N,3,1034.7,0,0,0,0,18.8,0,0,6.3,1059.7,0,0,0,25.1,0,0,0,0,25.1,6.3,0,0,6.3,0,1436,0,0,0,1442.3,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,576.9,0,0,0
STN,2019,6,8,2019-08-21,504,11:13:00,10,Suisun Bay,2,7.3,4838,2.57,5640,3.03,22.5,22.1,50,19.7,1,10120,N,3.1,3524.1,0,0,0,0,191.7,0,0,0,3715.8,0,0,0,18.6,18.6,0,0,6.2,43.3,6.2,0,0,12.4,0,296.8,0,0,0,309.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.3,0,6.2,0
STN,2019,6,8,2019-08-21,508,09:18:00,10,Suisun Bay,2,12.2,2304,1.16,2568,1.3,22,22,39,20.1,2,9358,N,2.8,2136.9,0,0,0,0,221.7,0,0,0,2358.6,0,0,0,30.8,0,0,0,0,30.8,0,0,0,30.8,0,320.2,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,6.2,0,6.2,0,0,0,0,0,0,0,18.5,0,0,0
STN,2019,6,8,2019-08-21,513,07:59:00,10,Confluence,4,10.7,1471,0.72,1424,0.69,22.2,22,42,16.1,2,12080,N,3.7,1005.2,0,0,0,0,299.6,0,0,0,1304.8,0,0,0,24.2,0,0,0,0,24.2,0,0,0,82.2,0,198.1,0,0,0,280.3,0,0,9.7,9.7,0,0,24.2,0,24.2,0,0,4.8,0,4.8,0,0,0,0,0,0,0,19.3,9.7,0,0
STN,2019,6,8,2019-08-21,519,10:20:00,10,Suisun Bay (Honker),2,1.5,4106,2.15,4047,2.12,22.1,21.9,30,25.4,1,8798,N,2.7,862.6,0,0,0,0,192.4,0,0,0,1055,0,0,0,106.2,0,0,0,0,106.2,6.6,0,0,19.9,0,364.9,0,0,0,384.9,0,0,0,0,0,6.6,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,73,6.6,0,0
STN,2019,6,8,2019-08-21,520,13:09:00,10,Confluence,2,12.2,619,0.28,761,0.35,23.2,23.7,59,9.2,2,7998,N,2.4,461.2,0,7.2,0,0,504.4,0,0,0,972.7,0,0,0,36,0,0,0,0,36,28.8,0,0,1297,0,691.7,0,0,0,1988.7,0,0,50.4,50.4,0,14.4,345.9,0,360.3,14.4,0,36,28.8,79.3,0,0,0,0,0,0,0,0,0,36,0
STN,2019,6,8,2019-08-21,801,07:22:00,10,Confluence,4,7.6,716,0.33,783,0.36,22.1,21.8,58,13,2,11111,N,3.4,488.6,0,0,0,0,241.7,0,0,0,730.3,0,0,0,10.5,0,0,0,0,10.5,0,0,0,367.8,0,168.1,0,0,0,535.9,0,0,5.3,5.3,0,10.5,68.3,0,78.8,0,0,5.3,5.3,10.5,0,0,5.3,0,0,0,5.3,0,0,5.3,0
STN,2019,6,8,2019-08-22,Honk,08:13:00,10,Suisun Bay (Honker),4,1.5,2442,1.23,2386,1.2,22,22.1,28,43.8,1,21699,N,6.6,1003.5,0,0,0,0,314.8,0,0,0,1318.3,0,0,0,18.8,0,0,0,0,18.8,0,0,0,18.8,0,209.9,0,0,0,228.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0
STN,2019,7,9,2019-09-04,405,13:57:00,10,Suisun Bay (Carquinez St.),4,3.7,12378,7.07,16624,9.73,22.3,22.1,28,42,1,27136,N,8.2,71.6,0,0,0,0,1.2,0,0,4.9,77.7,0,0,1.2,4.9,4.9,0,0,1.2,12.1,6.1,0,0,2.4,0,94.7,1.2,0,1.2,99.5,0,0,0,0,0,1.2,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,284,0,1.2,1.2
FMWT,2019,3,9,2019-09-06,416,08:35:00,10,Suisun Bay,4,10.7,12045,6.86,12985,7.45,21.2,21,42,21.4,1,22722,N,6.9,129.4,0,0,0,0,5.5,0,0,2.8,137.7,0,0,0,24.8,8.3,0,0,0,33,2.8,0,2.8,0,0,297.4,0,0,5.5,305.7,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,594.8,0,0,0
FMWT,2019,3,9,2019-09-06,602,12:33:00,10,Grizzly Bay,2,1.5,8463,4.69,8516,4.72,21.5,21.6,38,28.3,1,28841,N,8.8,468.6,0,0,0,0,28.2,0,0,0,496.8,0,0,0,6.5,0,0,0,2.2,8.7,0,0,0,2.2,0,180.1,0,0,6.5,188.7,0,0,0,0,0,0,2.2,0,2.2,0,0,0,2.2,2.2,0,0,0,0,0,0,0,221.3,0,0,0
FMWT,2019,3,9,2019-09-06,606,11:45:00,10,Montezuma Slough,2,8.5,8060,4.45,7733,4.26,22.3,22,46,26.4,1,27350,N,8.3,613.1,0,0,0,0,66.3,0,0,0,679.5,0,0,0,13.7,0,0,0,0,13.7,6.9,0,0,16,0,382.1,0,0,13.7,411.8,2.3,0,9.2,11.4,0,9.2,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,144.1,0,2.3,0
FMWT,2019,3,9,2019-09-06,802,13:30:00,10,Confluence,2,7,760,0.35,840,0.39,22.5,22.5,62,20.7,1,26673,N,8.1,782,0,0,0,0,985.5,0,0,0,1767.5,0,0,0,25.7,0,0,0,4.3,30,12.9,0,0,1435.4,0,19.3,0,0,0,1454.7,0,0,15,15,0,0,23.6,0,23.6,0,0,25.7,6.4,32.1,0,0,0,0,0,0,0,0,2.1,6.4,0
EMP,2019,9,9,2019-09-06,NZ054,10:31:00,10,SuiBay,1,12,2185,1.1,NA,NA,21.9,NA,32,NA,NA,31700,N,2.7,1177.2,0,0,0,0,636.4,0,0,0,1813.5,0,0,0,165.9,0,0,0,1.8,167.7,3.6,0,0,171.3,0,45.1,0,0,0,216.3,1.8,0,7.2,9,0,1.8,0,1.8,0,0,1.8,0,1.8,0,0,0,0,0,0,0,1.8,0,0,0,0
EMP,2019,9,9,2019-09-06,NZ060,11:15:00,10,WestDel,1,11.3,885,0.42,NA,NA,22.2,NA,48,NA,NA,32806,N,6.2,2512,0,0,0,0,1533.3,0,0,0,4045.4,0,0,0,12.6,0,0,0,0,12.6,2.5,0,0,783,0,17.6,0,0,0,800.5,0,0,2.5,2.5,0,5,0,5,0,0,12.6,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0
EMP,2019,9,9,2019-09-06,NZ064,12:04:00,10,SacR,1,8.8,142,0.06,NA,NA,22.4,NA,80,NA,NA,24286,N,9.2,574.5,0,0,0,0,520.4,0,0,0,1094.9,5.2,0,0,0,0,0,0,5.2,10.3,10.3,0,0,1697.8,0,0,0,0,0,1697.8,0,0,30.9,30.9,0,12.9,0,12.9,2.6,0,56.7,20.6,79.9,0,0,0,0,0,0,0,0,0,0,0,0
EMP,2019,9,9,2019-09-06,NZ068,12:56:00,10,SacR,1,5.8,140,0.06,NA,NA,22.3,NA,140,NA,NA,35747,N,10.9,1.4,0,0,0,0,11.1,0,0,0,12.4,0,0,0,0,0,0,0,11.1,11.1,0,0,0,700.6,0,0,0,0,0,700.6,0,0,11.1,11.1,0,0,18,0,18,13.8,0,9.7,24.9,48.4,0,0,0,0,0,0,0,0,0,0,0
STN,2019,7,9,2019-09-09,411,10:20:00,10,Suisun Bay,4,6.1,8738,4.85,8860,4.93,21.3,20.9,62,20.3,1,19850,N,6,44.1,0,0,0,0,0,0,0,0,44.1,0,0,0,6.3,0,0,0,0,6.3,3.2,0,0,6.3,0,110.3,0,0,3.2,119.8,0,0,0,0,0,3.2,6.3,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,85.1,0,9.5,9.5
STN,2019,7,9,2019-09-09,501,09:47:00,10,Suisun Bay,4,7.6,4083,2.14,5018,2.67,21.3,21,42,25.8,1,29677,N,9,676.8,0,0,0,0,94.9,0,0,0,771.6,0,0,0,0,0,0,0,2.1,2.1,0,0,0,21.1,0,27.4,0,0,0,48.5,0,0,2.1,2.1,0,0,6.3,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4.2,0
STN,2019,7,9,2019-09-09,504,08:52:00,10,Suisun Bay,4,6.7,1415,0.69,2515,1.27,21.2,20.8,54,20.8,1,21172,Y,6.4,2686.7,0,0,0,0,304.5,0,0,0,2991.1,0,0,0,2.8,0,0,0,0,2.8,5.6,0,0,327,0,19.7,0,0,0,346.8,0,0,2.8,2.8,0,0,0,0,0,0,0,8.5,2.8,11.3,0,0,0,0,0,0,0,5.6,2.8,0,2.8
FMWT,2019,3,9,2019-09-09,508,11:11:00,10,Suisun Bay,4,12.2,1015,0.48,NA,NA,21.3,NA,31,22.5,1,22483,N,6.8,1143.2,0,0,0,0,1327.8,0,0,0,2471,0,0,0,48.7,0,0,0,0,48.7,115.4,0,0,415.2,0,15.4,0,0,0,430.6,0,0,7.7,7.7,0,0,12.8,0,12.8,0,0,7.7,0,7.7,0,0,0,0,0,0,0,0,0,2.6,2.6
FMWT,2019,3,9,2019-09-09,513,14:24:00,10,Confluence,4,17.7,1161,0.56,NA,NA,21.4,NA,28,24.1,1,19418,N,5.9,801.3,0,0,0,0,326.5,0,0,0,1127.8,0,0,0,611.4,0,0,0,5.9,617.3,201.8,0,0,344.3,0,11.9,0,0,0,356.1,17.8,0,11.9,29.7,0,17.8,11.9,0,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,5.9,0
FMWT,2019,3,9,2019-09-09,519,08:54:00,10,Honker Bay,2,2.1,1265,0.61,NA,NA,20,NA,10,NA,2,14165,N,4.3,390.6,0,0,0,0,341.8,0,0,0,732.3,0,0,0,27.9,0,0,0,0,27.9,14,0,0,174.4,0,62.8,0,0,0,237.1,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,20.9,0,20.9,0
STN,2019,7,9,2019-09-09,609,11:48:00,10,Suisun Bay (Mont. Sl.),4,8.5,6862,3.74,6812,3.71,21.7,21.7,45,34.9,1,7518,N,2.3,574.9,0,0,7.7,0,567.3,0,0,0,1149.8,30.7,0,0,38.3,0,0,0,0,69,30.7,0,0,705.2,0,337.3,0,0,0,1042.5,0,0,199.3,199.3,0,222.3,92,0,314.3,0,0,0,0,0,0,0,46,0,0,0,46,390.9,23,130.3,15.3
STN,2019,7,9,2019-09-09,Honk,10:06:00,10,Suisun Bay (Honker),4,1.5,2611,1.33,NA,NA,19.9,NA,8,134,1,10565,N,3.2,807.3,0,0,0,0,305.5,0,0,0,1112.8,0,0,0,2661.9,0,0,0,0,2661.9,10.9,0,0,130.9,0,21.8,0,0,0,152.7,141.8,0,10.9,152.7,0,76.4,0,0,76.4,0,0,10.9,0,10.9,0,0,0,0,0,0,0,0,0,32.7,0
EMP,2019,9,9,2019-09-09,NZ028,12:59:00,10,SuiBay,1,1.9,7747,4.26,NA,NA,21.2,NA,36,NA,NA,25820,N,10.8,47.8,0,0,0,0,15.3,0,0,0,63.1,0,0,0,24.9,3.8,0,0,0,28.7,0,0,0,5.7,0,5.7,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0
EMP,2019,9,9,2019-09-09,NZ032,15:00:00,10,SuiMar,1,9.5,7172,3.92,NA,NA,21.5,NA,36,NA,NA,19329,N,6.7,239.5,0,0,0,0,35.6,0,0,0,275.2,0,0,0,13,0,0,0,0,13,3.2,0,0,13,0,139.2,0,0,3.2,155.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.5,0,0,0,0
EMP,2019,9,9,2019-09-09,NZS42,13:57:00,10,SuiMar,1,4,8006,4.42,NA,NA,21.9,NA,44,NA,NA,25820,N,4.4,21.7,0,0,0,0,125,0,0,0,146.7,2.6,0,0,2.6,0,0,0,0,5.1,1.3,0,0,3.8,0,10.2,0,0,0,14,0,0,0,0,0,2.6,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0
FMWT,2019,3,9,2019-09-10,704,08:01:00,10,Lower Sacramento River,2,10.1,148,0.06,148,0.06,20.3,19.7,74,10.2,1,13610,N,4.1,29,0,0,0,7.3,907.4,0,0,0,943.7,7.3,0,7.3,0,0,0,0,21.8,36.3,50.8,0,0,2729.3,0,0,0,0,0,2729.3,0,0,7.3,7.3,0,14.5,137.9,0,152.4,21.8,0,29,29,79.9,7.3,0,14.5,0,0,0,21.8,0,0,7.3,0
FMWT,2019,3,9,2019-09-10,706,14:46:00,10,Lower Sacramento River,4,10.1,151,0.06,151,0.06,20.9,20.8,63,11.5,1,14335,N,4.4,78.1,0,0,0,0,2430.5,0,0,0,2508.6,0,0,0,0,0,0,0,23,23,101.1,0,0,3569.9,4.6,0,0,0,0,3574.5,0,0,68.9,68.9,0,0,174.6,0,174.6,9.2,0,59.7,32.2,101.1,0,0,4.6,0,0,0,4.6,0,0,13.8,0
FMWT,2019,3,9,2019-09-10,707,14:20:00,10,Lower Sacramento River,4,11,152,0.06,151,0.06,20.8,20.7,66,7.7,1,18440,N,5.6,3.2,0,3.2,0,0,880.1,0,0,0,886.4,0,0,0,0,0,0,0,22.2,22.2,3.2,0,0,1829.8,0,0,0,0,0,1829.8,0,0,53.8,53.8,0,0,246.9,0,246.9,12.7,0,12.7,34.8,60.1,0,0,9.5,0,0,0,9.5,0,0,6.3,0
STN,2019,7.5,9,2019-09-17,411,11:26:00,10,Suisun Bay,2,6.1,9765,5.47,11258,6.38,21.9,21.7,23,19.2,1,8711,N,2.6,90.7,0,0,0,0,7.6,0,0,0,98.3,0,0,0,3.8,0,0,0,0,3.8,0,0,0,30.2,0,139.9,0,0,0,170.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,0,7.6,0
FMWT,2019,3.5,9,2019-09-17,416,12:12:00,10,Suisun Bay,2,9.1,9795,5.49,11987,6.83,22,21.9,35,16.3,1,9721,N,3,196.5,0,0,0,0,9.5,12.2,0,0,218.2,0,0,0,0,2.7,0,0,0,2.7,0,0,0,47.4,0,158.5,0,0,1.4,207.3,0,1.4,0,1.4,0,4.1,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,0,0
STN,2019,7.5,9,2019-09-17,501,10:55:00,10,Suisun Bay,2,9.8,5766,3.1,5098,2.72,21.6,21.2,22,29.6,1,14348,N,4.4,348.9,0,0,0,0,69.8,13.1,0,0,431.7,0,0,0,17.4,4.4,0,0,4.4,26.2,4.4,0,0,39.3,0,178.8,0,0,0,218,0,0,8.7,8.7,0,4.4,4.4,0,8.7,0,0,4.4,0,4.4,0,0,0,0,0,0,0,13.1,0,0,0
STN,2019,7.5,9,2019-09-17,504,10:20:00,10,Suisun Bay,2,7.6,5327,2.85,5729,3.08,21.7,21.4,28,15.9,1,17219,N,5.2,149.2,0,0,0,0,20.1,0,0,0,169.3,0,0,0,2.9,0,0,0,0,2.9,0,0,0,23,0,28.7,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,5.7,2.9,8.6,0,0,0,0,0,0,0,5.7,0,0,0
FMWT,2019,3.5,9,2019-09-17,508,08:50:00,10,Suisun Bay,2,10.7,2005,1,2710,1.38,21.2,21.3,20,21.5,1,20768,Y,6.3,780.9,0,0,0,0,321.1,0,0,0,1102,0,0,0,63.4,0,0,0,0,63.4,23.8,0,0,285.4,0,79.3,0,0,0,364.7,0,0,11.9,11.9,0,4,4,0,7.9,0,0,4,0,4,0,0,0,0,0,0,0,0,0,7.9,0
FMWT,2019,3.5,9,2019-09-17,519,09:50:00,10,Honker Bay,4,1.5,7781,4.28,7980,4.4,21.6,20.6,23,24.1,1,22069,N,6.7,722.2,0,0,0,0,56.7,0,0,0,778.9,0,0,0,4.5,0,0,0,0,4.5,0,0,0,104.5,0,65.7,0,0,0,170.1,0,0,1.5,1.5,0,1.5,0,0,1.5,0,0,4.5,0,4.5,0,0,0,0,0,0,0,1.5,0,0,0
FMWT,2019,3.5,9,2019-09-17,602,12:45:00,10,Grizzly Bay,4,8.2,7322,4.01,7257,3.97,23,21.8,26,19,1,23611,N,7.2,137.8,0,0,0,0,15.9,2.7,0,0,156.4,0,0,0,2.7,0,0,0,0,2.7,5.3,0,0,29.2,0,845.4,0,0,10.6,885.1,0,0,0,0,0,2.7,2.7,0,5.3,0,0,2.7,0,2.7,0,0,0,0,0,0,0,34.5,0,0,0
FMWT,2019,3.5,9,2019-09-17,606,13:30:00,10,Montezuma Slough,2,14,495,0.22,654,0.3,21.4,22.4,63,13,1,13859,N,4.2,173.5,0,0,0,0,73.7,0,0,2.4,249.5,4.8,0,0,19,0,0,0,0,23.8,0,0,0,23.8,0,149.7,0,0,2.4,175.8,4.8,0,4.8,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,0,26.1,0
STN,2019,7.5,9,2019-09-17,Honk,09:25:00,10,Suisun Bay (Honker),2,1.2,3133,1.61,2781,1.42,20.3,19.4,10,59.4,1,17472,N,5.3,226.2,0,0,0,0,198.3,0,0,0,424.5,0,0,0,2.3,0,0,0,0,2.3,1.5,0,0,90.5,0,21.1,0,0,0,111.6,0,0,0.8,0.8,0,0,0,0,0,0,0,5.3,0,5.3,0,0,0,0,0,0,0,3,0,1.5,0
FMWT,2019,3.5,9,2019-09-18,513,11:41:00,10,Confluence,2,1.5,3160,1.63,3174,1.63,20.9,21.4,18,25.7,1,26799,N,8.1,177.7,0,0,0,0,160.2,0,0,0,337.9,0,0,0,4.4,0,0,0,4.4,8.8,4.4,0,0,1000.6,0,19.8,0,0,0,1020.4,0,0,2.2,2.2,0,0,11,0,11,0,0,37.3,4.4,41.7,0,0,0,0,0,0,0,0,0,0,0
STN,2019,7.5,9,2019-09-18,520,12:40:00,10,Confluence,2,12.5,566,0.26,539,0.24,21.8,22,82,10.9,1,26530,N,8.1,187,0,0,0,0,88,0,0,0,275.1,0,0,0,0,2.2,0,0,2.2,4.4,4.4,0,0,1093.6,0,19.8,0,0,0,1113.4,0,0,2.2,2.2,0,0,22,0,22,2.2,0,44,4.4,50.6,0,0,0,0,0,0,0,2.2,0,0,0
