station,date,time,kingdom,phylum,class,phyto_form,genus,taxon,organisms_per_ml,cells_per_ml,biovolume_per_ml_old,biovolume_per_ml_new
MON,2020-10-21,11:02:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus sp.,435.10605041351744,683.7380792212417,172718.01306255275,24674.001866078965
MON,2020-10-21,11:02:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,24117.306794349253,48234.61358869851,3368705.4130347036,8682.230445965732
MON,2020-10-21,11:02:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Trachelomonas,Trachelomonas volvocina,62.15800720193107,62.15800720193107,34537.894074108466,34537.894074108466
802,2020-10-21,09:37:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,71.87019582723279,71.87019582723279,273328.2480870242,273328.2480870242
802,2020-10-21,09:37:00.000000,Chromista,Bacillariophyta,Mediophyceae,i,Lindavia,Lindavia sp.,71.87019582723279,71.87019582723279,51465.47909868049,51465.47909868049
802,2020-10-21,09:37:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia cf. soratensis,71.87019582723279,71.87019582723279,1437.4039165446559,1437.403916544656
802,2020-10-21,09:37:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,71.87019582723279,71.87019582723279,6608.6258481958,6608.6258481958
802,2020-10-21,09:37:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas marssonii,71.87019582723279,71.87019582723279,16256.64157263909,16256.641572639088
802,2020-10-21,09:37:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,143.74039165446558,143.74039165446558,98292.39646863463,49146.198234317315
802,2020-10-21,09:37:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus sp.,574.9615666178623,934.3125457540264,356630.07449977,44578.75931247125
802,2020-10-21,09:37:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,27741.89558931186,55483.79117862372,3855013.8110907758,9987.08241215227
802,2020-10-21,09:37:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Euglena,Euglena viridis,71.87019582723279,71.87019582723279,237143.7589408727,237143.75894087274
802,2020-10-08,14:47:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Actinocyclus,Actinocyclus sp.,30.664616886285994,30.664616886285994,264345.0339278321,264345.0339278321
802,2020-10-08,14:47:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Bacillaria,Bacillaria sp.,61.32923377257199,61.32923377257199,134065.70502684236,67032.85251342118
802,2020-10-08,14:47:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,61.32923377257199,61.32923377257199,126440.54556497071,63220.272782485365
802,2020-10-08,14:47:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Entomoneis,Entomoneis paludosa,30.664616886285994,30.664616886285994,572110.666391386,572110.6663913861
802,2020-10-08,14:47:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,183.98770131771596,183.98770131771596,3261770.766500732,543628.4610834554
802,2020-10-08,14:47:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula antonii,30.664616886285994,30.664616886285994,22156.429680440946,22156.429680440946
802,2020-10-08,14:47:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Planothidium,Planothidium incuriatum,30.664616886285994,30.664616886285994,24052.700689127338,24052.700689127338
802,2020-10-08,14:47:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Tryblionella,Tryblionella persuadens,30.664616886285994,30.664616886285994,52708.84876118412,52708.84876118412
802,2020-10-08,14:47:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas marssonii,30.664616886285994,30.664616886285994,13358.543988578493,13358.543988578493
802,2020-10-08,14:47:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus sp.,61.32923377257199,91.99385065885798,17840.688727477045,8920.344363738524
802,2020-10-08,14:47:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,10027.32972181552,20054.65944363104,1180417.254852123,3609.8386998535875
802,2020-10-08,14:47:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis sp.,30.664616886285994,61.32923377257199,256.89507670343255,256.89507670343255
802,2020-10-08,14:47:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Euglena,Euglena viridis,30.664616886285994,30.664616886285994,86313.30177273128,86313.30177273128
704,2020-10-12,08:00:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Actinocyclus,Actinocyclus sp.,76.66154221571499,76.66154221571499,2198662.002774719,2198662.002774719
704,2020-10-12,08:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis placentula,76.66154221571499,76.66154221571499,227231.72331533307,227231.72331533305
704,2020-10-12,08:00:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,229.98462664714495,229.98462664714495,80654.61772238674,26884.872574128913
704,2020-10-12,08:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,76.66154221571499,76.66154221571499,682435.1075347732,682435.1075347732
704,2020-10-12,08:00:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Melosira,Melosira sp.,76.66154221571499,76.66154221571499,1293604.3106272423,1293604.3106272423
704,2020-10-12,08:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia alpina,153.32308443142998,153.32308443142998,25528.29355783309,12764.146778916545
704,2020-10-12,08:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia palea,76.66154221571499,76.66154221571499,14588.001529770623,14588.001529770623
704,2020-10-12,08:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sociabilis,76.66154221571499,76.66154221571499,7658.4880673499265,7658.4880673499265
704,2020-10-12,08:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Stauroneis,cf. Stauroneis sp.,76.66154221571499,76.66154221571499,329096.1404584077,329096.14045840764
704,2020-10-12,08:00:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,cf. Thalassiosira sp.,383.3077110785749,383.3077110785749,278506.3750311088,55701.27500622175
704,2020-10-12,08:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Chroococcus,Chroococcus sp.,229.98462664714495,229.98462664714495,16854.88598251221,5618.29532750407
704,2020-10-12,08:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,29744.678379697412,59489.356759394825,4154736.6760761347,10708.08421669107
610,2020-09-23,09:48:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,cf. Cyclotella sp.,66.66221062236086,66.66221062236086,99539.86137810447,99539.86137810447
610,2020-09-23,09:48:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,133.32442124472172,133.32442124472172,751109.1253442826,375554.56267214124
610,2020-09-23,09:48:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia palea,66.66221062236086,66.66221062236086,7499.498695015597,7499.498695015595
610,2020-09-23,09:48:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,cf. Thalassiosira sp.,133.32442124472172,133.32442124472172,17954.243332224432,8977.121666112216
610,2020-09-23,09:48:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Chroococcus,Chroococcus sp.,199.98663186708256,199.98663186708256,13468.666810181663,4489.555603393887
610,2020-09-23,09:48:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,26064.924353343093,52129.848706686185,3668898.751976574,9383.372767203513
605,2020-09-23,13:00:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,cf. Cyclotella sp.,105.7400582285724,105.7400582285724,122105.44114560027,122105.44114560027
605,2020-09-23,13:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,42190.28323320038,84380.56646640076,6060212.283616902,15188.501963952138
605,2020-09-23,13:00:00.000000,Protozoa,Dinozoa,Dinophyceae,i,Peridinium,Peridinium sp.,105.7400582285724,105.7400582285724,138479.73401953137,138479.73401953137
610,2020-09-10,09:35:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Actinocyclus,Actinocyclus sp.,18.39877013177159,18.39877013177159,283978.2401648919,283978.2401648919
610,2020-09-10,09:35:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Bacillaria,Bacillaria cf. paxillifera,36.79754026354318,36.79754026354318,303394.24757130304,151697.12378565152
610,2020-09-10,09:35:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella meneghiniana,18.39877013177159,18.39877013177159,21246.346759334443,21246.346759334443
610,2020-09-10,09:35:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,cf. Cyclotella sp.,18.39877013177159,18.39877013177159,9681.733203260612,9681.733203260614
610,2020-09-10,09:35:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,73.59508052708637,73.59508052708637,876797.5119540846,219199.37798852116
610,2020-09-10,09:35:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Melosira,Melosira sp.,18.39877013177159,18.39877013177159,46845.02275293228,46845.02275293229
610,2020-09-10,09:35:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,cf. Thalassiosira sp.,18.39877013177159,18.39877013177159,1676.7027866279632,1676.7027866279632
610,2020-09-10,09:35:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,128.79139092240115,128.79139092240115,161911.33328079712,23130.1904686853
610,2020-09-10,09:35:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorococcum,Chlorococcum minutum,128.79139092240115,128.79139092240115,129635.27668291227,18519.32524041604
610,2020-09-10,09:35:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas marssonii,36.79754026354318,36.79754026354318,27516.77666142709,13758.388330713546
610,2020-09-10,09:35:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,55.196310395314775,55.196310395314775,57930.86737693084,19310.289125643612
610,2020-09-10,09:35:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Chroococcus,Chroococcus sp.,1674.288081991215,1711.0856222547582,7935693.4849186065,87205.42291119347
610,2020-09-10,09:35:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,4342.109751098096,8684.219502196192,368905.6444532942,1563.1595103953146
610,2020-09-10,09:35:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Euglena,Euglena viridis,55.196310395314775,55.196310395314775,346040.17304652144,115346.7243488405
610,2020-09-10,09:35:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Trachelomonas,Trachelomonas volvocina,18.39877013177159,18.39877013177159,13175.162649262198,13175.1626492622
610,2020-09-10,09:35:00.000000,Protozoa,Dinozoa,Dinophyceae,i,Peridinium,Peridinium sp.,18.39877013177159,18.39877013177159,21164.943131904045,21164.943131904045
609,2020-10-07,12:18:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Actinocyclus,Actinocyclus sp.,183.98770131771596,183.98770131771596,569966.8127525267,284983.4063762633
609,2020-10-07,12:18:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia cf. acicularis,183.98770131771596,183.98770131771596,57256.97265007321,28628.4863250366
609,2020-10-07,12:18:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,183.98770131771596,183.98770131771596,10597.69159590044,5298.84579795022
609,2020-10-07,12:18:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,cf. Thalassiosira sp.,91.99385065885798,91.99385065885798,5202.125303244509,5202.125303244509
609,2020-10-07,12:18:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Tryblionella,cf. Tryblionella sp.,91.99385065885798,91.99385065885798,891415.9614766887,891415.9614766887
609,2020-10-07,12:18:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,36613.55256222547,73227.10512445094,5245989.811115665,13180.878922401173
MON,2020-10-07,11:57:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Chaetoceros,Chaetoceros muelleri,958.2692776964373,958.2692776964373,8083615.021994787,538907.6681329858
MON,2020-10-07,11:57:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis placentula,63.884618513095816,63.884618513095816,26100.94119162609,26100.941191626087
MON,2020-10-07,11:57:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula subrostellata,63.884618513095816,63.884618513095816,41301.80420879769,41301.80420879769
MON,2020-10-07,11:57:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,cf. Thalassiosira sp.,63.884618513095816,63.884618513095816,4572.180442304744,4572.180442304744
MON,2020-10-07,11:57:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Schroederia,Schroederia sp.,63.884618513095816,63.884618513095816,12389.835470175964,12389.835470175964
MON,2020-10-07,11:57:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,63.884618513095816,63.884618513095816,16015.317414972827,16015.317414972827
MON,2020-10-07,11:57:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,24340.039653489504,48680.07930697901,3338479.83887262,8762.414275256222
605,2020-10-08,12:23:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,69.69231110519544,69.69231110519544,163890.7037950885,163890.70379508848
605,2020-10-08,12:23:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,348.46155552597725,348.46155552597725,552315.2922178948,110463.05844357895
605,2020-10-08,12:23:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,27598.155197657394,55196.31039531479,3934393.0049780384,9935.335871156662
610,2020-10-07,11:30:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia cf. acicularis,245.31693509028796,245.31693509028796,139053.4889510981,69526.74447554904
610,2020-10-07,11:30:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,Thalassiosira sp.,122.65846754514398,122.65846754514398,7803.187954866765,7803.187954866765
610,2020-10-07,11:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus sp.,2821.1447535383118,3066.4616886285994,2936087.5491223484,127655.98039662381
610,2020-10-07,11:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,47223.51000488043,94447.02000976086,6545178.486676428,17000.463601756954
802,2020-09-23,08:37:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,127.76923702619163,127.76923702619163,38713.28526209259,38713.28526209259
802,2020-09-23,08:37:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cymbella,cf. Cymbella sp.,127.76923702619163,127.76923702619163,233000.0549835975,233000.0549835975
802,2020-09-23,08:37:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,127.76923702619163,127.76923702619163,460029.3048356922,460029.30483569216
802,2020-09-23,08:37:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,cf. Thalassiosira sp.,127.76923702619163,127.76923702619163,17623.00226185547,17623.00226185547
802,2020-09-23,08:37:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,127.76923702619163,127.76923702619163,39924.505408893536,39924.505408893536
802,2020-09-23,08:37:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Chroococcus,Chroococcus sp.,766.6154221571497,766.6154221571497,205156.40825536125,34192.73470922687
802,2020-09-23,08:37:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,50341.0793883195,100682.158776639,7140378.700439238,18122.788579795022
MON,2020-09-23,12:08:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Entomoneis,Entomoneis paludosa,143.74039165446558,143.74039165446558,1029309.5819736096,1029309.5819736099
MON,2020-09-23,12:08:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,cf. Thalassiosira sp.,143.74039165446558,143.74039165446558,10287.405995185674,10287.405995185676
MON,2020-09-23,12:08:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Tryblionella,cf. Tryblionella sp.,143.74039165446558,143.74039165446558,791833.916600629,791833.9166006291
MON,2020-09-23,12:08:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,60227.22410322107,120454.44820644215,9084674.483729865,21681.80067715959
706,2020-09-23,07:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Actinocyclus,Actinocyclus sp.,287.48078330893117,71.87019582723279,1923775.0636226367,480943.7659056592
706,2020-09-23,07:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis placentula,71.87019582723279,71.87019582723279,29134.94981846412,29134.949818464123
706,2020-09-23,07:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella meneghiniana,71.87019582723279,71.87019582723279,174740.77752411735,174740.77752411735
706,2020-09-23,07:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,574.9615666178623,574.9615666178623,1979090.7702271154,247386.34627838942
706,2020-09-23,07:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gomphonema,Gomphonema affinopsis,71.87019582723279,71.87019582723279,69927.31425121397,69927.31425121397
706,2020-09-23,07:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia liebetruthii,71.87019582723279,71.87019582723279,3880.990574670571,3880.990574670571
706,2020-09-23,07:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia palea,71.87019582723279,71.87019582723279,6630.025565062225,6630.025565062226
706,2020-09-23,07:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sociabilis,71.87019582723279,71.87019582723279,10187.600258510249,10187.600258510249
706,2020-09-23,07:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,143.74039165446558,143.74039165446558,13081.525563689604,6540.762781844802
706,2020-09-23,07:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Stauroforma,cf. Stauroforma sp.,71.87019582723279,71.87019582723279,17611.36170369235,17611.36170369235
706,2020-09-23,07:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,cf. Thalassiosira sp.,718.701958272328,718.701958272328,664089.4529095198,66408.94529095198
706,2020-09-23,07:40:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,71.87019582723279,71.87019582723279,30268.850568155696,30268.8505681557
706,2020-09-23,07:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Chroococcus,Chroococcus sp.,71.87019582723279,71.87019582723279,6608.6258481958,6608.6258481958
706,2020-09-23,07:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,26735.7128477306,53471.4256954612,3580446.664568082,9624.856625183014
706,2020-09-23,07:40:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Euglena,Euglena acus,71.87019582723279,71.87019582723279,2350764.5602088547,2350764.5602088547
